Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,People.Count
20001204X00044,Accident,DCA99WA031,1999-01-15,"LONDON, UNITED KINGDOM",Non-Fatal,Substantial,Airplane,N373AA,Boeing,767-300,,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,91.0,UNK,,
20001204X00045,Accident,DCA99WA035,1999-01-28,"NAPLES, ITALY",Unavailable,Substantial,Airplane,,Mcdonnell Douglas,MD-82,,Unknown,Part 129: Foreign,0.0,0.0,0.0,,UNK,,
20001205X00145,Accident,DCA99WA038,1999-02-07,"SLOVAK REPUBLIC, SLOVAKIA",Non-Fatal,Substantial,Airplane,,Boeing,707,,Unknown,Part 129: Foreign,0.0,0.0,0.0,4.0,UNK,,
20001205X00146,Incident,DCA99WA039,1999-02-08,"AMSTERDAM, Netherlands",Incident,Minor,Airplane,,Boeing,747-200,,Unknown,Part 129: Foreign,0.0,0.0,0.0,3.0,UNK,,
20001205X00295,Accident,DCA99WA042,1999-03-01,"SHANNON, IRELAND",Non-Fatal,Substantial,Airplane,N285F,Lockheed,L-188,,Turbo Prop,Part 121: Air Carrier,0.0,0.0,0.0,6.0,,,
20001205X00299,Accident,DCA99WA050,1999-03-04,"BIARRITZ, FRANCE",Unavailable,Substantial,Airplane,,Boeing,737-228,,Unknown,Part 129: Foreign,0.0,0.0,0.0,,IMC,,
20001205X00296,Accident,DCA99WA047,1999-03-05,"MADRAS, India",Non-Fatal,Destroyed,Airplane,,Boeing,747-200F,,Unknown,Part 129: Foreign,0.0,0.0,0.0,2.0,UNK,,
20001205X00298,Incident,DCA99WA049,1999-03-10,"CALGARY, Canada",Incident,Minor,Airplane,N8873Z,Boeing,727-200,,Unknown,Part 121: Air Carrier,0.0,0.0,0.0,96.0,UNK,,
20001205X00300,Incident,DCA99WA081,1999-03-20,"GENEVA, Switzerland",Incident,Minor,Airplane,,Boeing,MD80/87,,Unknown,Part 129: Foreign,0.0,0.0,0.0,2.0,UNK,,
20001212X18964,Accident,DCA99WA061,1999-06-09,"ZHANJIANG, CHINA",Non-Fatal,Substantial,Airplane,,Boeing,737-300,,Unknown,Part 129: Foreign,0.0,0.0,4.0,71.0,UNK,,
20001212X18965,Incident,DCA99WA062,1999-06-09,"TEGUCIGALPA, Honduras",Incident,Minor,Airplane,N697AN,Boeing,757,,Unknown,Part 121: Air Carrier,0.0,0.0,0.0,94.0,UNK,,
20001212X18966,Incident,DCA99WA063,1999-06-24,"POINTE A PITRE, France",Incident,,Airplane,N607GC,Mcdonnell Douglas,DC-10,,Unknown,Part 121: Air Carrier,0.0,0.0,0.0,3.0,UNK,,
20001212X18967,Accident,DCA99WA064,1999-06-28,"MANILA, PHILIPPINES",Non-Fatal,Substantial,Airplane,N420FE,Airbus Industrie,A310,,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,3.0,VMC,,
20001212X18968,Accident,DCA99WA066,1999-06-30,"MANILA, PHILIPPINES",Non-Fatal,Substantial,Airplane,N582FE,Mcdonnell Douglas,MD-11,,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,2.0,UNK,,
20001212X18969,Accident,DCA99WA075,1999-06-30,"LEIGE, Belgium",Fatal(2),Destroyed,Airplane,,Beech,99,,Unknown,Part 129: Foreign,2.0,0.0,0.0,,UNK,,
20001212X19232,Accident,DCA99WA070,1999-07-29,,Non-Fatal,Destroyed,Airplane,,Embraer,EMB-110,,Unknown,Part 129: Foreign,0.0,0.0,0.0,18.0,UNK,,
20001212X19473,Accident,DCA99WA072,1999-08-08,"SHANGHAI, CHINA",Non-Fatal,Substantial,Airplane,,Mcdonnell Douglas,MD-11,,Unknown,Part 129: Foreign,0.0,0.0,0.0,191.0,VMC,,
20010330X00670,Accident,DCA99WA091,1999-08-21,"ISTANBUL, Turkey",Unavailable,,Airplane,,Hawker Siddeley,800XP,,Unknown,Part 129: Foreign,0.0,0.0,0.0,,UNK,,
20001212X19469,Accident,DCA99RA073,1999-08-23,"HONG KONG, China",Non-Fatal,Destroyed,Airplane,,Mcdonnell Douglas,MD-11,,Unknown,Part 129: Foreign,0.0,0.0,200.0,117.0,UNK,,
20001212X19475,Incident,DCA99WA080,1999-08-24,"COPENHAGEN, Denmark",Incident,Minor,Airplane,,Boeing,767,,Unknown,Part 129: Foreign,0.0,0.0,0.0,191.0,UNK,,
20001212X19474,Incident,DCA99WA078,1999-08-26,"DURBAN, South Africa",Incident,,Airplane,,Boeing,737-200,,Unknown,Part 129: Foreign,0.0,0.0,0.0,5.0,UNK,,
20001212X19732,Incident,DCA99WA077,1999-09-02,"TAIPEI, TAIWAN",Incident,Substantial,Airplane,,Boeing,747SP,,Unknown,Part 129: Foreign,0.0,0.0,0.0,3.0,UNK,,
20001212X19733,Incident,DCA99WA085,1999-09-18,"SHANNON, Ireland",Incident,Minor,Airplane,N272WA,Mcdonnell Douglas,MD-11,,Unknown,Part 121: Air Carrier,0.0,0.0,0.0,,UNK,,
20001212X19734,Accident,DCA99WA086,1999-09-23,"BANGKOK, THAILAND",Unavailable,Substantial,Airplane,,Boeing,747-400,,Unknown,Part 129: Foreign,0.0,0.0,0.0,,IMC,,
20001212X20085,Accident,DCA00WA007,1999-11-05,"LONDON, UNITED KINGDOM",Non-Fatal,Substantial,Airplane,N784UA,Boeing,777-200,,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,274.0,UNK,,
20001212X20217,Accident,CHI00WA045,1999-12-13,"LONDON, United Kingdom",Non-Fatal,,Airplane,N786UA,Boeing,777-222,,Turbo Fan,Part 121: Air Carrier,0.0,1.0,5.0,185.0,IMC,,
20001212X20221,Accident,DCA00WA016,1999-12-21,"GUATEMALA CITY, Guatemala",Fatal(18),Destroyed,Airplane,,Mcdonnell Douglas,DC-10-30,,Unknown,Part 129: Foreign,18.0,10.0,47.0,261.0,UNK,,336.0
20001212X20342,Incident,DCA00WA018,2000-01-02,"AMSTERDAM, Netherlands",Incident,Minor,Airplane,,Boeing,737-3K2,,Unknown,Part 129: Foreign,0.0,0.0,0.0,143.0,UNK,,
20001212X20343,Accident,DCA00WA022,2000-01-30,"ABIDJAN, Cote D'ivoire",Fatal(169),Destroyed,Airplane,,Airbus Industrie,A 310,,Unknown,Part 129: Foreign,169.0,0.0,10.0,,UNK,,
20001212X20475,Accident,DCA00WA025,2000-02-12,"LUANDA, Angola",Non-Fatal,Destroyed,Airplane,,Boeing,B 727-100,,Unknown,Part 129: Foreign,0.0,0.0,0.0,7.0,IMC,,
20001212X20472,Accident,DCA00MA026,2000-02-16,"RANCHO CORDOVA, CA",Fatal(3),Destroyed,Airplane,N8079U,Douglas,DC-8-71F,4.0,Turbo Fan,Part 121: Air Carrier,3.0,0.0,0.0,,VMC,Takeoff,
20001212X20476,Accident,DCA00WA029,2000-02-27,"PORTO ALEGRE, BRAZIL",Non-Fatal,Substantial,Airplane,,Boeing,B737-400,,Unknown,Part 129: Foreign,0.0,0.0,0.0,123.0,IMC,,
20001212X20606,Accident,DCA00MA030,2000-03-05,"BURBANK, CA",Non-Fatal,Destroyed,Airplane,N668SW,Boeing,737-300,2.0,Turbo Fan,Part 121: Air Carrier,0.0,2.0,42.0,98.0,VMC,Landing,
20001212X20608,Accident,DCA00WA039,2000-03-20,"AREQUIPA, PERU",Unavailable,Substantial,Airplane,,Boeing,727-23,,Unknown,Part 129: Foreign,0.0,0.0,0.0,,VMC,,
20001212X20607,Incident,DCA00WA031,2000-03-26,"JEDDAH, SAUDI ARABIA",Incident,Substantial,Airplane,,Boeing,B747-267B,,Unknown,Part 129: Foreign,0.0,0.0,0.0,16.0,UNK,,
20010321X00614,Accident,DCA00RA036,2000-04-02,"GUAYAQUIL, ECUADOR",Non-Fatal,Substantial,Airplane,N534MC,Boeing,747-200F,,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,3.0,,,
20010321X00615,Incident,DCA00WA035,2000-04-02,"YAP, Federated States Of Micronesia",Incident,Minor,Airplane,N79743,Boeing,727,,Unknown,Part 121: Air Carrier,0.0,0.0,0.0,,UNK,,
20010108X00051,Incident,DCA00WA042,2000-04-18,"BRISBANE, Australia",Incident,,Airplane,,Boeing,737-400,,Unknown,Part 129: Foreign,0.0,0.0,0.0,,VMC,,
20001212X20792,Accident,DCA00WA040,2000-04-19,"SAMAL ISLAND, Philippines",Fatal(131),Destroyed,Airplane,,Boeing,737-200,,Unknown,Part 129: Foreign,131.0,0.0,0.0,,IMC,,
20001212X20797,Incident,DEN00IA080,2000-04-30,"DENVER, CO",Incident,,Airplane,CFBAO,British Aerospace,BAE 146-200,4.0,Turbo Fan,Part 129: Foreign,0.0,0.0,0.0,20.0,IMC,Cruise,
20010324X00649,Incident,DCA00WA048,2000-05-11,,Incident,Minor,Airplane,,Douglas,MD87,,Unknown,Part 129: Foreign,0.0,0.0,0.0,,UNK,,
20001212X21079,Accident,MIA00LA169,2000-05-20,"NASHVILLE, TN",Non-Fatal,,Airplane,N522SW,Boeing,737-500,,Turbo Fan,Part 121: Air Carrier,0.0,1.0,0.0,123.0,IMC,Standing,
20001212X20969,Accident,DCA00WA054,2000-05-25,"PARIS, FRANCE",Non-Fatal,Substantial,Airplane,,Mcdonnell Douglas,MD-80,,Unknown,Part 129: Foreign,0.0,0.0,0.0,153.0,UNK,,
20010108X00053,Incident,DCA00WA059,2000-06-07,"FRANKFURT, Germany",Incident,Minor,Airplane,,Boeing,747F,,Unknown,Part 129: Foreign,0.0,0.0,0.0,,UNK,,
20010108X00052,Incident,DCA00WA058,2000-06-12,"ENGLISH CHANNEL, United Kingdom",Incident,Minor,Airplane,,Boeing,747-200,,Unknown,Part 129: Foreign,0.0,0.0,0.0,,UNK,,
20001212X21424,Accident,DCA00WA067,2000-07-09,"VILLAVICENCIO, Colombia",Fatal(13),Destroyed,Airplane,,Curtis-Wright,C-46,,Unknown,Part 129: Foreign,13.0,0.0,0.0,6.0,VMC,,
20001212X21426,Incident,DCA00WA074,2000-07-23,"MONTREAL, Canada",Incident,Minor,Airplane,,Boeing,747-2B6B,,Unknown,Part 129: Foreign,0.0,0.0,380.0,,IMC,,
20010123X00342,Accident,MIA00WA277,2000-08-25,"ROSARIO, ARGENTINA",Non-Fatal,Substantial,Airplane,,Swearingen,SA-226TC,,,Part 129: Foreign,0.0,0.0,0.0,2.0,IMC,,
20001212X22138,Accident,CHI01WA014,2000-10-10,"PARIS, France",Non-Fatal,,Airplane,N234NW,Mcdonnell Douglas,DC-10-30,,Turbo Fan,Part 121: Air Carrier,0.0,2.0,5.0,197.0,VMC,,
20001212X22275,Incident,DCA01WA004,2000-11-15,"COPENHAGEN, Denmark",Incident,Minor,Airplane,,Boeing,757-200,,Unknown,Part 129: Foreign,0.0,0.0,0.0,97.0,UNK,,
20030930X01615,Accident,IAD01LA110,2000-11-26,"Boston, MA",Non-Fatal,,Airplane,EI-CRL,Boeing,767,2.0,,Part 129: Foreign,0.0,2.0,0.0,,,Descent,
20010216X00462,Accident,NYC01LA076,2000-12-27,"Boston, MA",Non-Fatal,,Airplane,N155DL,Boeing,767-300ER,2.0,Turbo Fan,Part 121: Air Carrier,0.0,1.0,0.0,79.0,VMC,Taxi,
20010130X00371,Accident,DCA01WA013,2001-01-09,"BUENOS AIRES, ARGENTINA",Non-Fatal,Substantial,Airplane,,Boeing,727-200,,,Part 129: Foreign,0.0,0.0,0.0,144.0,,,
20010323X00639,Incident,DCA01WA019,2001-01-30,,Incident,,Airplane,,Boeing,B-777-300,,,Part 129: Foreign,0.0,0.0,0.0,,,,
20010226X00510,Accident,NYC01LA075A,2001-02-03,"BOSTON, MA",Non-Fatal,Substantial,Airplane,N3735D,Boeing,B-737-832,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,135.0,VMC,Taxi,
20010226X00510,Accident,NYC01LA075B,2001-02-03,"Boston, MA",Non-Fatal,Minor,Airplane,N802US,Mcdonnell Douglas,MD-81,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,135.0,VMC,Taxi,
20010321X00620,Incident,DCA01WA020,2001-02-04,"POINT A PITRE, Guadeloupe",Incident,,Airplane,,Boeing,747-300,,,Part 129: Foreign,0.0,0.0,0.0,,,,
20020124X00121,Incident,DCA01WA027,2001-03-05,"Honolulu, HI",Incident,Minor,Airplane,N118AT,Lockheed,L1011,,,Part 121: Air Carrier,0.0,0.0,0.0,2.0,,,
20010323X00636,Accident,MIA01WA100,2001-03-16,"PUERTO PLATA, DOMINICAN REPUBLIC",Non-Fatal,Substantial,Airplane,,Boeing,767-300,,,Part 129: Foreign,0.0,0.0,0.0,2.0,VMC,,
20010412X00732,Accident,MIA01WA111,2001-04-05,"LAS MAJAGUAS, VENEZUELA",Non-Fatal,Substantial,Airplane,,Beech,200,,,Part 129: Foreign,0.0,0.0,1.0,8.0,VMC,,
20010503X00870,Accident,MIA01WA133,2001-04-28,"ROQUE PEREZ, Argentina",Fatal(10),Destroyed,Airplane,,Cessna,208B,,,Part 129: Foreign,10.0,0.0,0.0,,IMC,,
20010919X01964,Accident,ATL01WA106,2001-09-07,"Buenos Aires, Argentina",Non-Fatal,,Airplane,N194DN,Boeing,B767-332,,,Part 121: Air Carrier,0.0,1.0,0.0,89.0,IMC,,
20020123X00104,Accident,DCA01MA063,2001-09-11,"New York City, NY",Fatal(65),Destroyed,Airplane,N612UA,Boeing,767-200ER,2.0,Turbo Fan,Part 121: Air Carrier,65.0,0.0,0.0,,,Cruise,
20020125X00135,Accident,CHI02LA069,2002-01-24,"Indianapolis, IN",Non-Fatal,,Airplane,N754NW,Mcdonnell Douglas,DC-9-41,2.0,Turbo Jet,Part 121: Air Carrier,0.0,1.0,0.0,74.0,VMC,Standing,
20020308X00316,Accident,MIA02WA063,2002-02-16,"PARADISE ISLAND, BAHAMAS",Non-Fatal,Substantial,Airplane,N130FB,Grumman,G-73T,,,Part 121: Air Carrier,0.0,0.0,0.0,6.0,VMC,,
20020510X00653,Accident,WAS02RA037,2002-04-27,"SAN SALVADOR, EL SALVADOR",Non-Fatal,Substantial,Airplane,N141WE,Mcdonnell Douglas,DC-10-40F,,,Part 121: Air Carrier,0.0,0.0,0.0,5.0,VMC,,
20020621X00955,Accident,CHI02LA170,2002-06-16,"KANSAS CITY, MO",Non-Fatal,Substantial,Airplane,N140NJ,Mcdonnell Douglas,DC-9-82,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,123.0,VMC,Landing,
20021029X05398,Accident,NYC03LA004,2002-10-14,"ALBANY, NY",Non-Fatal,Substantial,Airplane,N847EX,De Havilland,DHC-8-102,2.0,Turbo Prop,Part 121: Air Carrier,0.0,0.0,0.0,33.0,VMC,Descent,
20030305X00289,Accident,SEA03WA033,2003-02-01,"VANCOUVER, BC, CANADA",Non-Fatal,Substantial,Airplane,N764AS,Boeing,737-400,,,Part 121: Air Carrier,0.0,0.0,0.0,101.0,VMC,,
20030410X00473,Accident,MIA03WA084,2003-03-19,"Santo Domingo, Dominican Republic",Non-Fatal,,Airplane,N216AT,Aerospatiale,ATR-42-300,,,Part 121: Air Carrier,0.0,1.0,0.0,40.0,,,
20030902X01433,Accident,NYC03CA169,2003-07-22,"Wadsworth, OH",Non-Fatal,,Airplane,N504US,Boeing,757-251,2.0,Turbo Fan,Part 121: Air Carrier,0.0,1.0,2.0,110.0,VMC,Climb,
20030910X01507,Accident,NYC03FA186,2003-09-02,"JAMAICA, NY",Non-Fatal,Substantial,Airplane,N454AA,Mcdonnell Douglas,DC-9-82,2.0,Turbo Jet,Part 121: Air Carrier,0.0,0.0,0.0,138.0,VMC,Taxi,
20031017X01759,Accident,NYC03CA189,2003-09-02,"Hebron, KY",Non-Fatal,,Airplane,N413FJ,Fairchild,Dornier 328-300,2.0,Turbo Fan,Part 121: Air Carrier,0.0,1.0,0.0,23.0,VMC,Standing,
20031105X01861,Accident,NYC04CA003,2003-10-04,"BOSTON, MA",Non-Fatal,Substantial,Airplane,N972AN,Boeing,737,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,76.0,VMC,Standing,
20040803X01126,Accident,DCA04WA041,2004-04-27,"MELO, URUGUAY",Non-Fatal,Substantial,Airplane,N715FE,Fokker,F27-500,,,Part 121: Air Carrier,0.0,0.0,0.0,3.0,,,
20041027X01700,Accident,DCA04WA043,2004-04-28,"BOGOTA, COLOMBIA",Non-Fatal,Substantial,Airplane,N189AX,Boeing,DC-10-30,,,Part 121: Air Carrier,0.0,0.0,1.0,2.0,,,
20060111X00048,Accident,DCA04MA061,2004-07-25,"Miami, FL",Non-Fatal,,Airplane,N797AN,Boeing,777,2.0,Turbo Fan,Part 121: Air Carrier,0.0,1.0,0.0,216.0,VMC,Cruise,
20041020X01659,Accident,DCA05MA004,2004-10-19,"Kirksville, MO",Fatal(13),Destroyed,Airplane,N875JX,British Aerospace,Jetstream 32,2.0,Turbo Prop,Part 121: Air Carrier,13.0,2.0,0.0,,IMC,Approach,
20050112X00043,Accident,DCA05WA019,2004-12-16,"Ontario, Canada",Non-Fatal,Destroyed,Airplane,N748CC,Short Brothers,SD3-60,,,Part 121: Air Carrier,0.0,2.0,0.0,,,,
20050215X00186,Incident,DCA05WA028,2005-01-24,"Dusseldorf, Germany",Incident,Minor,Airplane,N808MC,Boeing,B-747-200,,,Part 121: Air Carrier,0.0,0.0,0.0,3.0,IMC,,
20050323X00356,Accident,NYC05FA054,2005-03-02,"NEWARK, NJ",Non-Fatal,Substantial,Airplane,N78008,Boeing,777-200,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,214.0,VMC,Takeoff,
20050318X00330,Accident,DCA05WA042,2005-03-11,"BUENOS AIRES, ARGENTINA",Non-Fatal,Substantial,Airplane,N790AN,Boeing,B777,,,Part 121: Air Carrier,0.0,0.0,8.0,201.0,,,
20050502X00534,Incident,DEN05IA071,2005-04-25,"Denver, CO",Incident,Minor,Airplane,N789TM,Boeing,737-282,2.0,Turbo Jet,Part 121: Air Carrier,0.0,0.0,0.0,98.0,VMC,Taxi,
20051213X01965,Accident,CHI05MA111B,2005-05-10,"MINNEAPOLIS, MN",Non-Fatal,Substantial,Airplane,N368NB,Airbus Industrie,A-319-114,2.0,Turbo Fan,Part 121: Air Carrier,0.0,1.0,7.0,137.0,VMC,Taxi,
20051213X01965,Accident,CHI05MA111A,2005-05-10,"MINNEAPOLIS, MN",Non-Fatal,Substantial,Airplane,N763NC,Mcdonnell Douglas,DC-9-51,2.0,Turbo Fan,Part 121: Air Carrier,0.0,1.0,7.0,137.0,VMC,Climb,
20050523X00653,Incident,NYC05MA083,2005-05-12,"Union Star, MO",Incident,,Airplane,N910ME,Boeing,717-200,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,80.0,IMC,Climb,80.0
20081003X62950,Accident,DCA05WA067,2005-05-20,"LONDON, UNITED KINGDOM",Non-Fatal,Substantial,Airplane,N864DA,Boeing,B-777-232,,,Part 121: Air Carrier,0.0,0.0,0.0,309.0,,,
20051028X01749,Accident,DCA05MA083,2005-07-11,"Raleigh-Durham, NC",Non-Fatal,,Airplane,N113DA,Boeing,767-232,2.0,Turbo Fan,Part 121: Air Carrier,0.0,1.0,0.0,186.0,VMC,Cruise,
20050817X01269,Incident,DFW05IA200B,2005-08-03,"Denver, CO",Incident,Minor,Airplane,N472UA,Airbus Industrie,A320-232,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,324.0,VMC,Standing,
20050817X01269,Incident,DFW05IA200A,2005-08-03,"Denver, CO",Incident,Minor,Airplane,N496UA,Airbus,A320-232,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,324.0,VMC,Taxi,
20050825X01313,Accident,IAD05LA118B,2005-08-08,"NEWARK, NJ",Non-Fatal,Substantial,Airplane,N10575,Embraer,EMB-145LR,2.0,Turbo Jet,Part 121: Air Carrier,0.0,0.0,0.0,205.0,VMC,Taxi,
20050825X01313,Accident,IAD05LA118A,2005-08-08,"NEWARK, NJ",Non-Fatal,Substantial,Airplane,N73270,Boeing,737-824,2.0,Turbo Jet,Part 121: Air Carrier,0.0,0.0,0.0,205.0,VMC,Taxi,
20050921X01501,Accident,DCA05MA095,2005-08-19,"AGANA, GU",Non-Fatal,Substantial,Airplane,N627US,Boeing,747-200,4.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,2.0,338.0,VMC,Landing,340.0
20050927X01540,Incident,LAX05IA312,2005-09-21,"Los Angeles, CA",Incident,Minor,Airplane,N536JB,Airbus Industrie,A320,2.0,Turbo Jet,Part 121: Air Carrier,0.0,0.0,0.0,146.0,VMC,Takeoff,146.0
20051101X01767,Incident,DCA06WA001,2005-10-30,"Calgary, Canada",Incident,,Airplane,N317AS,Boeing,737-900,,,Part 121: Air Carrier,0.0,0.0,0.0,119.0,,,
20051206X01938,Accident,DCA06WA008A,2005-11-06,"HEATHROW IAP, UNITED KINGDOM",Non-Fatal,Substantial,Airplane,N781AN,Boeing,B-777,,,Part 121: Air Carrier,0.0,0.0,0.0,243.0,,,
20060109X00033,Incident,LAX06IA076,2006-01-02,"Santa Maria, CA",Incident,,Airplane,N390AE,Saab-Scania Ab (Saab),SF340B+,2.0,Turbo Prop,Part 121: Air Carrier,0.0,0.0,0.0,28.0,IMC,Climb,
20060330X00368,Incident,DEN06IA051,2006-03-21,"Denver, CO",Incident,Minor,Airplane,N574AA,Mcdonnell Douglas,DC-9-82,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,138.0,VMC,Landing,
20060504X00511,Accident,DCA06FA033,2006-04-04,"MEMPHIS, TN",Non-Fatal,Substantial,Airplane,N386FE,Mcdonnell Douglas,DC10,3.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,3.0,VMC,Climb,
20060425X00482,Accident,DCA06WA035,2006-04-19,"Shanghai, China",Non-Fatal,,Airplane,N216UA,Boeing,777,,,Part 121: Air Carrier,0.0,1.0,4.0,232.0,,,
20060807X01099,Accident,DCA06RA042,2006-06-04,"MANAGUA, NICARAGUA",Non-Fatal,Substantial,Airplane,N68047,Mcdonnell Douglas,DC10-10F,,,Part 121: Air Carrier,0.0,0.0,0.0,3.0,,,
20060807X01100,Accident,DCA06WA049,2006-06-07,"RIO NEGRO, COLOMBIA",Non-Fatal,Substantial,Airplane,N922FT,Boeing,747-200,,,Part 121: Air Carrier,0.0,0.0,0.0,6.0,,,
20060808X01115,Accident,DCA06FA058,2006-07-28,"MEMPHIS, TN",Non-Fatal,Substantial,Airplane,N391FE,Boeing,MD-10-10F,3.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,3.0,VMC,Landing,
20061015X01521,Accident,NYC06LA222B,2006-09-08,"NEW YORK, NY",Non-Fatal,Substantial,Airplane,N864RW,Embraer,EMB-170,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,179.0,VMC,Taxi,
20061015X01521,Accident,NYC06LA222A,2006-09-08,"New York, NY",Non-Fatal,Minor,Airplane,C-GJTA,Airbus Industrie,A319-112,2.0,Turbo Fan,Part 129: Foreign,0.0,0.0,0.0,179.0,VMC,Taxi,
20060925X01392,Incident,DCA06WA075,2006-09-22,"Brindisi, Italy",Incident,Minor,Airplane,N861DA,Boeing,777-200,,,Part 121: Air Carrier,0.0,0.0,0.0,,,,
20070426X00458,Accident,CHI07FA020B,2006-11-07,"CHICAGO, IL",Non-Fatal,Substantial,Airplane,N328UA,Boeing,737-300,,,Part 121: Air Carrier,0.0,0.0,0.0,216.0,IMC,Standing,
20070426X00458,Accident,CHI07FA020A,2006-11-07,"Chicago, IL",Non-Fatal,Minor,Airplane,N428UA,Airbus,A-320-200,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,216.0,IMC,Taxi,
20070111X00042,Accident,LAX07LA064B,2006-12-26,"SAN DIEGO, CA",Non-Fatal,Substantial,Airplane,N673AA,Boeing,737-3A4,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,208.0,VMC,Taxi,
20061227X01849,Incident,MIA07IA031,2006-12-26,"Miami, FL",Incident,,Airplane,G-BNLM,Boeing,747-436,4.0,Turbo Fan,Part 129: Foreign,0.0,0.0,0.0,368.0,VMC,Taxi,
20070111X00042,Accident,LAX07LA064A,2006-12-26,"San Diego, CA",Non-Fatal,Minor,Airplane,N207WN,Boeing,737-7H4,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,208.0,VMC,Taxi,
20081219X65333,Incident,ENG07WA028,2007-01-07,"JFK, NY",Incident,Minor,Airplane,,Mcdonnell Douglas,MD11,3.0,Turbo Fan,Part 129: Foreign,0.0,0.0,0.0,253.0,,,
20080513X00660,Accident,ENG07RA014,2007-02-26,"LONDON, UNITED KINGDOM",Non-Fatal,Substantial,Airplane,N786UA,Boeing,777-200B,,,Part 121: Air Carrier,0.0,0.0,0.0,205.0,,,
20070503X00504,Accident,CHI07FA107,2007-04-07,"LAKE MICHIGAN, MI",Non-Fatal,Substantial,Airplane,N77181,Canadair,CL-600-2B19,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,4.0,VMC,Cruise,
20070501X00494,Accident,DCA07FA037,2007-04-12,"TRAVERSE CITY, MI",Non-Fatal,Substantial,Airplane,N8905F,Bombardier,CL-600-2B19,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,52.0,IMC,Landing,
20070520X00598,Accident,NYC07LA105,2007-04-25,"La Plata, MD",Non-Fatal,,Airplane,N648SW,Boeing,737-300,2.0,Turbo Fan,Part 121: Air Carrier,0.0,1.0,0.0,102.0,IMC,Approach,
20070510X00542,Incident,MIA07IA088,2007-05-02,"Atlanta, GA",Incident,,Airplane,N270AX,Mcdonnell Douglas,DC-10-30,3.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,306.0,VMC,Descent,306.0
20070601X00676,Accident,NYC07LA121,2007-05-18,"SYRACUSE, NY",Non-Fatal,Substantial,Airplane,N1799U,Douglas,DC-9-31,2.0,Turbo Jet,Part 121: Air Carrier,0.0,0.0,0.0,99.0,VMC,Standing,99.0
20070627X00819,Incident,LAX07IA191,2007-06-13,"Phoenix, AZ",Incident,,Airplane,N7264V,"Bombardier, Inc.",CL-600-2B19,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,53.0,VMC,Standing,53.0
20070705X00879,Accident,CHI07FA184B,2007-06-27,"CHICAGO, IL",Non-Fatal,Substantial,Airplane,N9630A,Mcdonnell Douglas,MD 83,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,501.0,VMC,Standing,
20070705X00879,Accident,CHI07FA184A,2007-06-27,"Chicago, IL",Non-Fatal,Minor,Airplane,N213UA,Boeing,777-222,2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,501.0,VMC,Taxi,
20070911X01360,Accident,MIA07CA119,2007-07-12,"Atlanta, GA",Non-Fatal,,Airplane,N865DA,Boeing,777-232,2.0,Turbo Fan,Part 121: Air Carrier,0.0,1.0,0.0,250.0,VMC,Taxi,
20071005X01522,Accident,DCA07MA310,2007-09-28,"ST. LOUIS, MO",Non-Fatal,Substantial,Airplane,N454AA,Mcdonnell Douglas,DC-9-82 (MD-82),2.0,Turbo Fan,Part 121: Air Carrier,0.0,0.0,0.0,143.0,VMC,Climb,
