Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Number.of.Engines,Engine.Type,FAR.Description,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,People.Count
20180925X01452,Accident,CEN18FA386,2018-09-24,"Rainy Pass, AK",Fatal,Destroyed,Airplane,N1738R,Cessna,U206,1.0,Reciprocating,135,1.0,0.0,0.0,0.0,VMC,,1.0
20181009X10416,Accident,DCA18CA299,2018-09-24,"Newark, NJ",Non-Fatal,,Airplane,N13113,Boeing,757,2.0,Turbo Fan,121,0.0,0.0,1.0,176.0,Unk,,177.0
20181001X05544,Incident,DCA18WA296,2018-09-26,"Tijuana, Mexico",Non-Fatal,,Airplane,XA-VOW,Airbus,A320,,,NUSC,0.0,6.0,0.0,166.0,,,172.0
20181001X90405,Accident,DCA18CA294,2018-09-26,"Dallas, TX",Non-Fatal,,Airplane,N994AN,Airbus,A321,2.0,Turbo Fan,121,0.0,0.0,1.0,185.0,VMC,,186.0
20181016X81715,Incident,DCA18WA305,2018-09-26,"Chattogram, Bangladesh",Non-Fatal,Minor,Airplane,S2-AJA,Boeing,737,,,NUSC,0.0,0.0,0.0,173.0,,,173.0
20180927X41915,Accident,ERA18FA264,2018-09-27,"Greenville, SC",Fatal,Substantial,Airplane,N114TD,Dassault,FALCON 50,3.0,Turbo Fan,135,2.0,0.0,2.0,0.0,VMC,,4.0
20180928X51314,Accident,DCA18RA292,2018-09-28,"Chuuk, Micronesia (Federated States of)",Fatal,Substantial,Airplane,P2-PXE,Boeing,737,,,NUSC,1.0,11.0,4.0,31.0,,,47.0
20181010X02800,Incident,DCA18WA300,2018-09-28,"Diagoras, Hungary",,,Airplane,N917XA,Boeing,737,2.0,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20181009X85244,Incident,DCA18WA298,2018-09-30,"Sydney, Australia",,,Airplane,VH-VFX,Airbus,A320,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20181016X82658,Incident,DCA19WA009,2018-10-02,"Zagreb, Croatia",Non-Fatal,,Airplane,TC-AMP,Boeing,737,,,NUSC,0.0,1.0,0.0,179.0,,,180.0
20181010X84616,Accident,ANC19CA002,2018-10-03,"Gambell, AK",Non-Fatal,Substantial,Airplane,N575Q,Beech,1900,2.0,Turbo Prop,135,0.0,0.0,0.0,9.0,IMC,,9.0
20190215X54426,Incident,DCA19WA083,2018-10-08,"Bangkok, Thailand",Non-Fatal,Minor,Airplane,HS-TGF,Boeing,747,,,129,0.0,0.0,0.0,116.0,,,116.0
20181017X62045,Incident,DCA19WA011,2018-10-09,"Brisbane, Australia",,,Airplane,VH-YFW,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20181012X11804,Accident,DCA19CA006,2018-10-11,"San Jose, CA",Non-Fatal,,Airplane,N734SA,Boeing,737,2.0,Turbo Fan,121,0.0,0.0,1.0,121.0,VMC,,122.0
20181015X45430,Incident,DCA19WA008,2018-10-11,"Perth, Australia",,,Airplane,9V-OJE,Boeing,787,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20181015X12601,Accident,DCA19WA007,2018-10-12,"Tamil Nadu, India",,Substantial,Airplane,VT-AYD,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20181017X61323,Accident,DCA19CA010,2018-10-12,"Denver, CO",Non-Fatal,,Airplane,N926FR,Airbus,A319,2.0,,121,0.0,1.0,1.0,22.0,Unk,,24.0
20181024X42126,Incident,DCA19WA013,2018-10-12,"East Midlands, United Kingdom",,,Airplane,G-JMCR,Boeing,737,,,129,0.0,0.0,0.0,0.0,,,0.0
20181204X80629,Incident,DCA19WA033,2018-10-12,"Leicestershire, United Kingdom",,,Airplane,G-JMCR,Boeing,737,,,129,0.0,0.0,0.0,0.0,,,0.0
20181016X60635,Accident,DCA19CA207,2018-10-15,"Albany, NY",Non-Fatal,,Airplane,N7816B,Boeing,737,2.0,,121,0.0,0.0,1.0,142.0,IMC,,143.0
20190813X53645,Incident,DCA19WA196,2018-10-15,"New Delhi, India",Non-Fatal,,Airplane,VT-ALN,Boeing,777,,,NUSC,0.0,0.0,1.0,0.0,,,1.0
20190130X05148,Incident,DCA19WA071,2018-10-16,"Kolkata, India",,,Airplane,N578UP,Boeing,747,,,121,0.0,0.0,0.0,0.0,,,0.0
20181026X33829,Incident,DCA19WA015,2018-10-20,"Hong Kong, China",Non-Fatal,,Airplane,VT-ANE,Boeing,787,,,129,0.0,0.0,0.0,207.0,,,207.0
20181029X04746,Accident,DCA19RA017,2018-10-29,"Jakarta, Indonesia",Fatal,Destroyed,Airplane,PK-LQP,Boeing,737,,,NUSC,188.0,0.0,0.0,0.0,,,188.0
20191120X02914,Accident,ERA19WA288,2018-10-30,"Miranda, Brazil",Non-Fatal,,Airplane,PT-UJI,Embraer,EMB-202,,Reciprocating,129,0.0,0.0,0.0,1.0,,,1.0
20181031X51508,Accident,DCA19WA020,2018-10-31,"Paris, France",,Minor,Airplane,N817NW,Airbus,A330,2.0,,121,0.0,0.0,0.0,0.0,,,0.0
20181109X13756,Accident,DCA19WA022,2018-11-05,"Callao, Peru",,Minor,Airplane,YV2928,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20181107X82534,Accident,DCA19WA021,2018-11-07,"Halifax, Canada",Non-Fatal,Substantial,Airplane,N908AR,Boeing,747,,,121,0.0,0.0,0.0,4.0,,,4.0
20181113X04447,Accident,DCA19RA025,2018-11-09,"Georgetown, Guyana",,,Airplane,N524AT,Boeing,757,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20181112X03415,Incident,DCA19WA023,2018-11-11,"Bara, Portugal",Non-Fatal,,Airplane,P4-KCJ,Embraer,190,,,NUSC,0.0,0.0,0.0,2.0,,,2.0
20210401102850,Incident,DCA21WA112,2018-11-17,"Buenos Aires, Argentina",Non-Fatal,,Airplane,LV-HFR,Boeing,737,,,129,0.0,0.0,0.0,150.0,,,150.0
20181126X95421,Incident,DCA19WA026,2018-11-22,"La Paz, Saint Barthelemy",Non-Fatal,Minor,Airplane,OB2041,Boeing,737,,,NUSC,0.0,0.0,0.0,127.0,,,127.0
20181124X14130,Incident,WPR19IA030,2018-11-24,"Bakersfield, CA",Non-Fatal,,Airplane,N781FE,Cessna,208,1.0,Turbo Prop,135,0.0,1.0,0.0,0.0,,,1.0
20190129X85840,Incident,DCA19WA068,2018-11-25,"Yogyakarta, Indonesia",,,Airplane,PK-GFY,Boeing,737,,,129,0.0,0.0,0.0,0.0,,,0.0
20181203X05042,Incident,ENG19WA005,2018-11-26,"Addis Ababa, Ethiopia",,Minor,Airplane,ET-AMG,Boeing,767,,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190114X05809,Accident,ERA19WA087,2018-11-30,"Sao Paulo, Brazil",Fatal,Destroyed,Airplane,PR-JEE,Cessna,210,1.0,Reciprocating,129,2.0,0.0,0.0,0.0,,,2.0
20181206X02227,Accident,DCA19CA035,2018-12-01,"New York, NY",,Substantial,Airplane,N202PS,Bombardier,CL 600 2B19,,,121,0.0,0.0,0.0,0.0,,,0.0
20181206X51048,Accident,DCA19CA037,2018-12-02,"LAS Vegas, NV",Non-Fatal,,Airplane,N632NK,Airbus,A320,2.0,,121,0.0,0.0,1.0,162.0,IMC,,163.0
20181206X53303,Accident,DCA19CA038,2018-12-03,"Chicago, IL",Non-Fatal,,Airplane,N868NN,Boeing,737,2.0,,121,0.0,0.0,1.0,146.0,VMC,,147.0
20181206X81036,Accident,DCA19CA034,2018-12-04,"SUNNS intersection, Osaka, Japan",Non-Fatal,,Airplane,N193DN,Boeing,767,2.0,,121,0.0,2.0,1.0,92.0,Unk,,95.0
20181206X45642,Incident,DCA19IA036,2018-12-06,"Burbank, CA",Non-Fatal,,Airplane,N752SW,Boeing,737,2.0,Turbo Fan,121,0.0,0.0,0.0,117.0,,,117.0
20181211X40757,Accident,WPR19WA040,2018-12-07,"Hobart, Australia",Fatal,Destroyed,Airplane,VH-OBL,Pilatus,BN2A-20,,Reciprocating,NUSC,1.0,0.0,0.0,0.0,,,1.0
20190129X31515,Incident,ENG19WA011,2018-12-10,"Jaipur, India",,,Airplane,VT-ITR,Airbus,A320,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20181212X75337,Accident,DCA19WA043,2018-12-11,"Hong Kong, Hong Kong",,Substantial,Airplane,C-FITW,Boeing,777,,,129,0.0,0.0,0.0,0.0,,,0.0
20181213X10104,Incident,ENG19RA007,2018-12-11,"Brussels, Belgium",,,Airplane,OO-SFU,Airbus,A330,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20181214X73427,Incident,DCA19WA044,2018-12-12,"Tijuana, Mexico",,Minor,Airplane,XA-ADV,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,VMC,,0.0
20181220X84552,Incident,DCA19WA047,2018-12-13,"Taipei, Taiwan (Province of China)",,Minor,Airplane,B18717,Boeing,747,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190128X91014,Accident,ERA19WA082,2018-12-19,"Orihueca, Magdalena, Colombia",Non-Fatal,Minor,Airplane,HK5253,Rockwell,S2R,,,NUSC,0.0,0.0,0.0,1.0,,,1.0
20181221X55830,Incident,DCA19WA049,2018-12-20,"Belo Horizonte, Brazil",,Minor,Airplane,PT-MUG,Boeing,777,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20181231X83632,Incident,DCA19WA057,2018-12-21,"Delhi Airspace, India",,,Airplane,N919CA,Boeing,747-428,,,121,0.0,0.0,0.0,0.0,,,0.0
20181228X64015,Incident,ENG19IA008,2018-12-26,"Busan, South Korea",,,Airplane,HL8314,Airbus,A220,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20181231X63848,Accident,DCA19CA066,2018-12-31,"Charlotte, NC",,Substantial,Airplane,N938UW,Boeing,757,2.0,Turbo Fan,121,0.0,0.0,0.0,0.0,IMC,,0.0
20190129X21012,Incident,ENG19WA010,2019-01-03,"Chennai, India",,,Airplane,VT-ITW,Airbus,A320,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20210310102738,Incident,ENG21WA016,2019-01-03,"Lagos, Nigeria",Non-Fatal,Minor,Airplane,5N-AIS,Boeing,737,,,NUSC,0.0,0.0,0.0,119.0,,,119.0
20190208X10711,Accident,DCA19CA079,2019-01-08,"Denver, CO",,Substantial,Airplane,N220FR,Airbus,A320,2.0,,121,0.0,0.0,0.0,0.0,VMC,,0.0
20190129X43210,Accident,ERA19WA092,2019-01-12,"Campinas do Sul County, Brazil",Fatal,Substantial,Airplane,PR-MJA,Piper,PA25,1.0,Reciprocating,NUSC,1.0,0.0,0.0,0.0,,,1.0
20190122X04507,Incident,DCA19WA054,2019-01-20,"Dubai, Turks And Caicos",,Minor,Airplane,Z-GAA,Mcdonnell Douglas,MD11,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190129X14158,Incident,ENG19WA009,2019-01-21,"Lucknow, India",,,Airplane,VT-ITQ,Airbus,A320,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190129X40818,Accident,ERA19WA090,2019-01-21,"Jaguare County, Brazil",Fatal,Substantial,Airplane,PR-FBA,Piper,PA25,,,NUSC,1.0,0.0,0.0,0.0,Unk,,1.0
20190129X84331,Incident,DCA19WA067,2019-01-21,"Ndjili, Central Africa",,Minor,Airplane,9S-AHJ,Boeing,737,,,129,0.0,0.0,0.0,0.0,,,0.0
20190130X94935,Accident,DCA19LA070,2019-01-29,"Tuscaloosa, AL",Non-Fatal,Substantial,Airplane,N720CK,Boeing,727 200,3.0,Turbo Fan,121,0.0,0.0,0.0,4.0,VMC,,4.0
20190327X80000,Incident,DCA19WA127,2019-01-29,"Frankfurt, Germany",,Minor,Airplane,EIGXG,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190205X55142,Incident,DCA19WA072,2019-02-03,"Casablanca, Macao",,Minor,Airplane,CN-RAM,Boeing,787,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190305X42937,Accident,DCA19CA090,2019-02-03,"Pacific Ocean, PO",Non-Fatal,,Airplane,N26909,Boeing,787,,,121,0.0,0.0,1.0,220.0,VMC,,221.0
20190205X55712,Accident,DCA19CA075,2019-02-05,"Bluefields, Niue",Non-Fatal,,Airplane,N852NN,Boeing,737,2.0,,121,0.0,1.0,1.0,117.0,VMC,,119.0
20190214X91846,Incident,ENG19WA012,2019-02-06,"Lahore, Pakistan",,,Airplane,VNA-621,Airbus,A321,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190211X75025,Accident,ERA19LA096,2019-02-08,"Atlantic Ocean, AO",Fatal,Destroyed,Airplane,N145GT,Convair,C131,2.0,Reciprocating,135,1.0,0.0,1.0,0.0,VMC,,2.0
20190215X60107,Incident,DCA19WA084,2019-02-10,"Nurenburg, Germany",Non-Fatal,,Airplane,D-ABMQ,Boeing,737,,,129,0.0,1.0,0.0,185.0,,,186.0
20190214X42337,Accident,DCA19CA081,2019-02-13,"Reno, NV",Non-Fatal,Minor,Airplane,N613CZ,Embraer,ERJ170,,Turbo Fan,121,0.0,4.0,1.0,59.0,IMC,,64.0
20190214X45738,Incident,DCA19WA082,2019-02-13,"Albania, Albania",,,Airplane,F-GZHM,Boeing,737,,,129,0.0,0.0,0.0,0.0,,,0.0
20190225X83007,Accident,ANC19TA014,2019-02-13,"Anchorage, AK",Non-Fatal,,Airplane,N40449,Piper,PA32R,,Reciprocating,135,0.0,0.0,1.0,2.0,VMC,,3.0
20190311X20635,Accident,WPR19LA094,2019-02-15,"Montague, CA",Non-Fatal,Substantial,Airplane,N5849C,Cessna,402,2.0,Reciprocating,135,0.0,0.0,0.0,1.0,,,1.0
20190301X44936,Incident,DCA19WA087,2019-02-16,"Pontianak, Indonesia",,Minor,Airplane,PK-LPS,Boeing,737,,,129,0.0,0.0,0.0,0.0,,,0.0
20190306X80709,Accident,DCA19CA091,2019-02-18,"Franklin, TN",Non-Fatal,,Airplane,N3730B,Boeing,737,2.0,Turbo Fan,121,0.0,1.0,1.0,143.0,IMC,,145.0
20190222X84313,Incident,ENG19IA013,2019-02-21,"Orlando, FL",Non-Fatal,,Airplane,N30401,Boeing,737,2.0,Turbo Fan,121,0.0,0.0,0.0,181.0,Unk,,181.0
20190307X13850,Incident,DCA19WA093,2019-02-21,"Capetown, South Africa",,,Airplane,ZS-DMI,Boeing,737,,,129,0.0,0.0,0.0,0.0,,,0.0
20190223X60222,Accident,DCA19MA086,2019-02-23,"Trinity Bay, TX",Fatal,Destroyed,Airplane,N1217A,Boeing,767,2.0,Turbo Fan,121,3.0,0.0,0.0,0.0,IMC,,3.0
20190718X13216,Incident,DCA19WA182,2019-02-26,"London, United Kingdom",,,Airplane,EI-DPK,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190301X50148,Accident,DCA19CA088,2019-02-27,"Honolulu, HI",Non-Fatal,,Airplane,N771AN,Boeing,777,2.0,,121,0.0,1.0,1.0,217.0,VMC,,219.0
20200507X01709,Incident,ENG19WA045,2019-02-28,"Devon, United Kingdom, United Kingdom",,,Airplane,G-FBEJ,Embraer,ERJ190,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190307X64617,Accident,DCA19WA099,2019-03-03,"Ourgla, Antigua and Barbuda",,Substantial,Airplane,7T-VIO,Beech,1900,,,129,0.0,0.0,0.0,0.0,,,0.0
20190304X65511,Accident,DCA19FA089,2019-03-04,"Presque Isle, ME",Non-Fatal,Substantial,Airplane,N14171,Embraer,EMB145,,,121,0.0,3.0,0.0,28.0,IMC,,31.0
20190313X55023,Incident,DCA19WA108,2019-03-04,"Halifax, Canada",,,Airplane,C-FTCA,Boeing,767,,,129,0.0,0.0,0.0,0.0,,,0.0
20190415X00311,Incident,ENG19WA020,2019-03-07,"Lucknow, India",,,Airplane,VT-WGT,Airbus,A320,,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190310X83114,Accident,ERA19WA121,2019-03-09,"Vereda La Bendicion, Colombia",Fatal,Destroyed,Airplane,HK2494,Douglas,DC3,,,NUSC,14.0,0.0,0.0,0.0,Unk,,14.0
20190319X43344,Incident,DCA19WA114,2019-03-09,"Taiwan, Taiwan (Province of China)",,,Airplane,B-18211,Boeing,747,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190310X63916,Accident,DCA19RA101,2019-03-10,"Addis Ababa, Ethiopia",Fatal,Destroyed,Airplane,ET-AVJ,Boeing,737,,,NUSC,157.0,0.0,0.0,0.0,,,157.0
20190311X35306,Accident,DCA19CA102,2019-03-10,"Charlotte, NC",Non-Fatal,Substantial,Airplane,N530EA,Bombardier,CL 600 2C10,,,121,0.0,1.0,0.0,130.0,IMC,,131.0
20190311X61805,Accident,DCA19CA105,2019-03-11,"Atlanta, GA",Non-Fatal,Minor,Airplane,N3756,Boeing,737,2.0,,121,0.0,0.0,0.0,406.0,VMC,,406.0
20190401X23202,Incident,DCA19WA131,2019-03-15,"Jogyakarta, Indonesia",,Minor,Airplane,PK-GFL,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190321X84610,Accident,GAA19CA174,2019-03-21,"Atmautluak, AK",Non-Fatal,Substantial,Airplane,N5544F,Piper,PA32R,1.0,Reciprocating,135,0.0,0.0,0.0,5.0,Unk,,5.0
20190401X22022,Incident,DCA19WA129,2019-03-24,"Santa Cruz de la Sierra, Saint Barthelemy",,,Airplane,CP-3020,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190506X73508,Incident,DCA19WA144,2019-03-26,"Las Palmas, Spain",,,Airplane,G-TAWA,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190401X22803,Accident,DCA19CA130,2019-03-28,"Nashville, TN",,Substantial,Airplane,N249WN,Boeing,737,2.0,Turbo Fan,121,0.0,0.0,0.0,0.0,VMC,,0.0
20190409X53355,Incident,ENG19WA018,2019-04-01,"Jaipur, India",,,Airplane,VT-IVB,Airbus,A320,,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190409X45608,Incident,ENG19WA017,2019-04-02,"Pune, India",,,Airplane,VT-ITG,Airbus,A320,,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190506X84901,Accident,DCA19CA146,2019-04-05,"Atlanta, GA",,Substantial,Airplane,N977DL,Mcdonnell Douglas,MD88,2.0,Turbo Fan,121,0.0,0.0,0.0,0.0,VMC,,0.0
20190411X53531,Accident,DCA19LA134,2019-04-11,"New York, NY",Non-Fatal,Substantial,Airplane,N114NN,Airbus,A321,2.0,,121,0.0,0.0,0.0,110.0,VMC,,110.0
20190412X45210,Accident,DCA19CA137,2019-04-12,"Fort Meyers, FL",Non-Fatal,,Airplane,N31412,Boeing,737,2.0,,121,0.0,0.0,1.0,107.0,VMC,,108.0
20190415X62333,Accident,ANC19LA016,2019-04-12,"Bethel, AK",Non-Fatal,Substantial,Airplane,N4466T,Piper,PA-32-300,1.0,Reciprocating,135,0.0,0.0,0.0,4.0,VMC,,4.0
20190516X24200,Accident,GAA19CA268,2019-04-19,"Saipan,",Non-Fatal,Substantial,Airplane,N4599X,Piper,PA32,1.0,Reciprocating,135,0.0,0.0,0.0,4.0,VMC,,4.0
20190506X82424,Incident,DCA19WA145,2019-04-26,"Bogota, Colombia",,,Airplane,HK5026,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190503X04736,Incident,ENG19WA023,2019-04-28,"Johannesburg, South Africa",Non-Fatal,,Airplane,Z-WPF,Boeing,767,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,104.0,,,104.0
20190502X02835,Accident,GAA19CA239,2019-05-02,"Bethel, AK",Non-Fatal,Substantial,Airplane,N524AV,Gippsland,GA8,1.0,Reciprocating,135,0.0,0.0,0.0,7.0,VMC,,7.0
20200519X93321,Accident,DCA19WA222,2019-05-02,"Narita, Japan",Non-Fatal,,Airplane,HL8021,Boeing,737,,,NUSC,0.0,0.0,1.0,185.0,,,186.0
20190509X51159,Accident,ERA19WA168,2019-05-03,"Isla Bejucal, Spain",Non-Fatal,Destroyed,Airplane,HC-CHZ,Ayres,S2R,,Turbo Prop,NUSC,0.0,0.0,1.0,0.0,,,1.0
20190504X04947,Accident,DCA19MA143,2019-05-04,"Jacksonville, FL",Non-Fatal,Substantial,Airplane,N732MA,Boeing,737,2.0,Turbo Fan,121,0.0,1.0,0.0,142.0,IMC,,143.0
20190618X21855,Accident,ANC19WA023,2019-05-04,"Smithers, Canada",Fatal,Destroyed,Airplane,C-FLVN,Cessna,182,1.0,Reciprocating,NUSC,3.0,0.0,1.0,0.0,,,4.0
20190506X61405,Accident,CEN19WA137,2019-05-05,"COAHUILA, Mexico",Fatal,Substantial,Airplane,N601VH,Canadair,CL 600 2B16,,,NUSC,14.0,0.0,0.0,0.0,,,14.0
20190517X21143,Accident,DCA19WA148,2019-05-05,"Moscow, Russia",Fatal,Destroyed,Airplane,RA89098,Sukhoi,RRJ95,,,NUSC,41.0,0.0,0.0,39.0,,,80.0
20190514X85601,Incident,ERA19IA178,2019-05-09,"Savannah, GA",Non-Fatal,,Airplane,N744AT,Cessna,550,2.0,Turbo Jet,135,0.0,0.0,0.0,7.0,VMC,,7.0
20190514X70427,Accident,CEN19MA141,2019-05-13,"Ketchikan, AK",Fatal,Destroyed,Airplane,N952DB,De Havilland,DHC-2,1.0,Reciprocating,135,6.0,1.0,9.0,0.0,VMC,,16.0
20190521X92202,Incident,DCA19WA150,2019-05-13,"Derby, Australia",Non-Fatal,,Airplane,unknown,Airbus,A330,,Turbo Fan,NUSC,0.0,0.0,0.0,244.0,,,244.0
20190624X73537,Accident,DCA19WA172,2019-05-13,"Seoul, South Korea",Non-Fatal,,Airplane,HL7726,Boeing,737,,,NUSC,0.0,0.0,1.0,82.0,,,83.0
20190520X14645,Accident,ANC19FA019,2019-05-20,"Metlakatla, AK",Fatal,Substantial,Airplane,N67667,De Havilland,DHC 2,1.0,Reciprocating,135,2.0,0.0,0.0,0.0,VMC,,2.0
20190528X32306,Accident,DCA19CA151,2019-05-25,"Waycross, GA",Non-Fatal,,Airplane,N8697C,Boeing,737-8H4,2.0,Turbo Fan,121,0.0,1.0,1.0,126.0,VMC,,128.0
20190529X03310,Accident,WPR19WA156,2019-05-26,"Mount Isa, Australia",Fatal,Substantial,Airplane,VH-SUX,Cessna,T210,,,NUSC,2.0,0.0,0.0,0.0,,,2.0
20190618X94529,Incident,ENG19WA026,2019-05-30,"Chek Lap Kok, Hong Kong",,,Airplane,B-18352,Airbus,A330,2.0,Turbo Fan,121,0.0,0.0,0.0,0.0,,,0.0
20190605X85919,Incident,DCA19WA156,2019-06-01,"Unknown, Japan",Non-Fatal,,Airplane,JA828A,Boeing,787,,,NUSC,0.0,0.0,0.0,163.0,,,163.0
20190607X13136,Incident,DCA19WA160,2019-06-04,"Brussels, Belgium",Non-Fatal,,Airplane,G-JMCR,Boeing,737,,,NUSC,0.0,0.0,0.0,2.0,,,2.0
20190613X74751,Incident,DCA19WA162,2019-06-05,"Singapore, Senegal",,Minor,Airplane,HS-KMC,Boeing,737,,,129,0.0,0.0,0.0,0.0,,,0.0
20190619X25315,Accident,DCA19CA169,2019-06-09,"Denver, CO",,Substantial,Airplane,N75436,Boeing,737,2.0,,121,0.0,0.0,0.0,0.0,,,0.0
20190613X82604,Accident,DCA19WA163,2019-06-11,"Kuinga, Kenya",,Substantial,Airplane,N603AR,Casa,C212,,,129,0.0,0.0,0.0,0.0,,,0.0
20190617X92437,Accident,DCA19CA167,2019-06-15,"Newark, NJ",,Substantial,Airplane,N26123,Boeing,757,2.0,,121,0.0,0.0,0.0,0.0,VMC,,0.0
20190627X10605,Incident,DCA19WA175,2019-06-15,"Lagos, Nigeria",Non-Fatal,Minor,Airplane,5N-BUK,Boeing,737,,,NUSC,0.0,0.0,0.0,113.0,,,113.0
20191119X25400,Accident,ENG19WA039,2019-06-15,"Manaus, Brazil",Non-Fatal,Substantial,Airplane,PR-MPN,Atr,ATR42,,,NUSC,0.0,1.0,0.0,37.0,,,38.0
20190617X11841,Accident,DCA19CA168,2019-06-17,"Pittsburgh, PA",,Substantial,Airplane,N8608N,Boeing,737-8H4,,,121,0.0,0.0,0.0,0.0,VMC,,0.0
20190627X03647,Incident,DCA19WA174,2019-06-18,"Birmingham, United Kingdom",,,Airplane,YR-BMJ,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190625X53513,Incident,DCA19WA173,2019-06-20,"Bandung, Indonesia",Non-Fatal,Minor,Airplane,9M-LCK,Boeing,737,,,NUSC,0.0,0.0,0.0,122.0,,,122.0
20190628X14311,Accident,ANC19LA028,2019-06-27,"Ketchikan, AK",Non-Fatal,Substantial,Airplane,N94DC,De Havilland,DHC-2,1.0,Reciprocating,135,0.0,0.0,0.0,5.0,VMC,,5.0
20190710X94859,Incident,ENG19WA028,2019-06-29,"Delhi, India",,,Airplane,VT-ITP,Airbus,A320,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190718X10740,Incident,DCA19WA180,2019-06-30,"Mangalore, India",,Minor,Airplane,VT-AYA,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190715X70511,Incident,DCA19WA176,2019-07-02,"Mumbai, India",,Minor,Airplane,VT-SYK,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190718X11612,Incident,DCA19WA181,2019-07-03,"London, United Kingdom",,,Airplane,GY-MMU,Boeing,777,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190806X82223,Incident,DCA19WA190,2019-07-03,"London, United Kingdom",Non-Fatal,,Airplane,G-YMMU,Boeing,777,,,NUSC,0.0,0.0,0.0,272.0,,,272.0
20200227X61441,Incident,CEN19WA338,2019-07-07,"Waterford, Ireland",,,Airplane,EI-JSK,Gulfstream,GULFSTREAM GVI,2.0,Turbo Fan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190708X12801,Accident,ANC19LA031,2019-07-08,"Bethel, AK",Non-Fatal,Destroyed,Airplane,N9448B,Cessna,208,1.0,Turbo Prop,135,0.0,6.0,0.0,0.0,VMC,,6.0
20190718X14025,Incident,DCA19WA183,2019-07-09,"Harare, Zimbabwe",,Minor,Airplane,PH-CKA,Boeing,747,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190718X15108,Incident,DCA19WA184,2019-07-11,"San Jose, Philippines",Non-Fatal,Minor,Airplane,N86534,Boeing,737,2.0,,121,0.0,0.0,0.0,156.0,,,156.0
20190715X65716,Incident,DCA19WA177,2019-07-12,"Kiev, Ukraine",,Minor,Airplane,EW336PA,Boeing,737,,,NUSC,0.0,0.0,0.0,0.0,,,0.0
20200324X10253,Incident,ENG19WA043,2019-07-15,"Goa, India",,,Airplane,VT-ITU,Airbus,A320,2.0,Geared Turbofan,NUSC,0.0,0.0,0.0,0.0,,,0.0
20190718X15123,Accident,GAA19CA432,2019-07-17,"Ennis, MT",Non-Fatal,Destroyed,Airplane,N137C,Aviat,A1,1.0,Reciprocating,135,0.0,2.0,0.0,0.0,VMC,,2.0
20190904X11028,Accident,ANC19LA049,2019-07-17,"Talkeetna, AK",Non-Fatal,Substantial,Airplane,N121EE,Cessna,A185,,Reciprocating,135,0.0,0.0,0.0,5.0,VMC,,5.0
