Event.Id,Accident.Number,Event.Date,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,People.Count,City,Region,Latitude,Longitude,Make:Model,Severity_Score,New.Severity.Score,Fatality
20070510X00542,MIA07IA088,5/2/07,3.0,Turbo Fan,0,0,0,306,306,Atlanta,Georgia,33.7628,-84.422,McdonnellDouglas:DC-10,100.0,100.0,Non-Fatal
20070601X00676,NYC07LA121,5/18/07,2.0,Turbo Jet,0,0,0,99,99,Syracuse,New York,43.0407,-76.1437,McdonnellDouglas:DC-9,100.0,100.0,Non-Fatal
20070627X00819,LAX07IA191,6/13/07,2.0,Turbo Fan,0,0,0,53,53,Phoenix,Arizona,33.5722,-112.0892,Bombardier-CL600,100.0,100.0,Non-Fatal
20070705X00879,CHI07FA184B,6/27/07,2.0,Turbo Fan,0,0,0,501,501,Chicago,Illinois,41.8375,-87.6866,Boeing777,100.0,100.0,Non-Fatal
20070705X00879,CHI07FA184B,6/27/07,2.0,Turbo Fan,0,0,0,501,501,Chicago,Illinois,41.8375,-87.6866,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20070705X00879,CHI07FA184A,6/27/07,2.0,Turbo Fan,0,0,0,501,501,Chicago,Illinois,41.8375,-87.6866,Boeing777,100.0,100.0,Non-Fatal
20070705X00879,CHI07FA184A,6/27/07,2.0,Turbo Fan,0,0,0,501,501,Chicago,Illinois,41.8375,-87.6866,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20070911X01360,MIA07CA119,7/12/07,2.0,Turbo Fan,0,1,0,250,251,Atlanta,Georgia,33.7628,-84.422,Boeing777,104.38247011952193,100.79681274900398,Non-Fatal
20071005X01522,DCA07MA310,9/28/07,2.0,Turbo Fan,0,0,0,143,143,St. Louis,Missouri,38.6359,-90.2451,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20071023X01635,CHI08IA026,10/9/07,2.0,Turbo Fan,0,0,2,125,127,Chicago,Illinois,41.8375,-87.6866,Airbus320,103.1496062992126,101.5748031496063,Non-Fatal
20071023X01634,CHI08IA022,10/20/07,2.0,Turbo Jet,0,0,0,138,138,Fargo,North Dakota,46.8651,-96.8292,Airbus320,100.0,100.0,Non-Fatal
20071231X02010,ENG08IA002,11/17/07,2.0,Turbo Fan,0,0,0,138,138,Greenville,Texas,34.8354,-82.3646,Boeing737,100.0,100.0,Non-Fatal
20071231X02013,CHI08FA050,12/14/07,2.0,Turbo Fan,0,1,0,263,264,Chicago,Illinois,41.8375,-87.6866,Boeing777,104.16666666666669,100.75757575757575,Non-Fatal
20081003X62958,DCA08IA019,12/17/07,2.0,,0,0,0,53,53,Jamaica,New York,41.8454,-94.307,Embraer-EMB145,100.0,100.0,Non-Fatal
20080107X00025,SEA08LA051,12/25/07,2.0,Turbo Fan,0,1,3,291,295,Honolulu,Hawaii,21.3294,-157.846,Airbus330,105.76271186440678,101.69491525423729,Non-Fatal
20080107X00024,SEA08LA050,12/25/07,2.0,Turbo Fan,0,2,0,112,114,Ontario,California,34.0393,-117.6064,McdonnellDouglas:MD-80,119.29824561403508,103.50877192982458,Non-Fatal
20080111X00039,DCA08WA025,1/7/08,,,0,0,0,334,334,Bangkok,Thailand,13.756331,100.501765,Boeing747,100.0,100.0,Non-Fatal
20080125X00103,CHI08LA071,1/9/08,2.0,Turbo Fan,0,0,0,73,73,Detroit,Michigan,42.3834,-83.1024,Airbus319,100.0,100.0,Non-Fatal
20080122X00081,DCA08WA026,1/10/08,,,0,11,0,77,88,Penicton,Canada,49.499138,-119.593708,Airbus319,237.5,125.0,Non-Fatal
20080118X00073,SEA08LA061,1/14/08,2.0,Turbo Fan,0,0,0,61,61,San Francisco,California,37.7558,-122.4449,Bombardier-CL600,100.0,100.0,Non-Fatal
20080117X00065,DCA08RA028,1/17/08,,,0,2,0,191,193,London,United Kingdom,39.8935,-83.4375,Boeing777,111.39896373056996,102.07253886010363,Non-Fatal
20080514X00667,DCA08IA033,1/25/08,2.0,Turbo Fan,0,0,0,107,107,Newark,New Jersey,40.7245,-74.1725,Airbus320,100.0,100.0,Non-Fatal
20080212X00178,ENG08IA011,1/31/08,,Turbo Fan,0,6,0,140,146,West Palm Beach,Florida,26.7469,-80.132,Boeing757,145.2054794520548,108.21917808219179,Non-Fatal
20080506X00615,ENG08WA013,2/10/08,,,0,0,0,55,55,Cusco,Peru,-13.53195,-71.967463,Boeing737,100.0,100.0,Non-Fatal
20080723X01110,DCA08WA069,2/10/08,,,0,0,1,72,73,Kansai,Japan,34.641339,135.562902,Boeing737,102.73972602739728,101.36986301369863,Non-Fatal
20080222X00229,SEA08IA080,2/13/08,2.0,Turbo Fan,0,0,0,43,43,Hilo,Hawaii,19.6883,-155.0863,Bombardier-CL600,100.0,100.0,Non-Fatal
20080304X00260,MIA08CA065,2/15/08,2.0,Turbo Jet,0,0,1,52,53,Covington,Kentucky,39.0334,-84.5166,Embraer-EMB145,103.77358490566036,101.88679245283019,Non-Fatal
20081124X34243,DCA08CA041,2/17/08,2.0,Turbo Fan,0,0,0,132,132,"Washington, D.C.",,38.9047,-77.0163,Embraer-ERJ170,100.0,100.0,Non-Fatal
20080228X00243,DFW08IA073,2/18/08,2.0,Turbo Fan,0,0,0,148,148,Austin,Texas,30.3005,-97.7522,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20080413X00464,NYC08CA115,2/23/08,2.0,Turbo Fan,0,0,1,102,103,Valdosta,Georgia,30.8502,-83.2788,Boeing737,101.94174757281552,100.97087378640776,Non-Fatal
20080305X00267,LAX08IA065,2/24/08,2.0,Turbo Fan,0,6,0,136,142,Las Vegas,Nevada,36.2333,-115.2654,Boeing737,146.47887323943664,108.45070422535213,Non-Fatal
20080404X00432,DFW08WA090,2/25/08,2.0,Turbo Fan,0,0,0,403,403,Mexico City,Mexico,19.24647,-99.10135,Boeing777,100.0,100.0,Non-Fatal
20080312X00305,DCA08IA044,2/26/08,,Turbo Fan,0,1,0,124,125,Jackson,Wyoming,32.3157,-90.2125,Airbus320,108.8,101.6,Non-Fatal
20080307X00283,DFW08IA074,3/1/08,2.0,Turbo Fan,0,0,0,244,244,Dallas,Texas,32.7935,-96.7667,Boeing737,100.0,100.0,Non-Fatal
20080506X00616,ENG08WA024,3/3/08,,,0,0,0,54,54,Cusco,Peru,34.641339,135.562902,Boeing737,100.0,100.0,Non-Fatal
20080509X00640,DCA08IA048,3/22/08,,,0,0,0,180,180,Richmond,Virginia,37.5295,-77.4756,Boeing757,100.0,100.0,Non-Fatal
20080404X00426,DFW08IA087,3/27/08,2.0,Turbo Fan,0,0,0,118,118,Houston,Texas,29.786,-95.3885,Boeing737,100.0,100.0,Non-Fatal
20080722X01094,NYC08CA156,4/7/08,2.0,Turbo Fan,0,1,1,146,148,Miami,Florida,25.784,-80.2101,Boeing737,108.7837837837838,102.02702702702702,Non-Fatal
20080422X00526,DCA08RA050,4/15/08,,,3,0,40,51,94,Goma,Congo,-1.658501,29.220455,McdonnellDouglas:DC-9,261.7021276595745,152.12765957446808,Fatal-3
20080506X00598,CHI08IA119,4/24/08,2.0,Turbo Fan,0,0,0,80,80,Minneapolis,Minnesota,44.9635,-93.2678,Bombardier-CL600,100.0,100.0,Non-Fatal
20080723X01111,DCA08FA062,5/19/08,3.0,,0,4,1,157,162,Pacific Ocean,,-8.783195,-124.508523,McdonnellDouglas:DC-10,128.39506172839506,105.55555555555556,Non-Fatal
20080604X00782,DCA08RA068,5/30/08,,,3,5,0,126,134,Tegucgalpa,Honduras,14.065049,-87.1715,Airbus320,194.77611940298507,114.17910447761194,Fatal-3
20081003X16302,DCA08WA072,6/10/08,,,30,0,0,184,214,Khartoum,Sudan,15.500654,32.559899,Airbus310,436.4485981308412,142.05607476635512,Fatal-30
20080720X01081,NYC08LA234,6/28/08,2.0,Turbo Fan,0,0,0,112,112,Charlotte,North Carolina,35.2083,-80.8303,Bombardier-CL600,100.0,100.0,Non-Fatal
20080709X00995,OPS08IA007,7/3/08,2.0,,0,0,0,314,314,Seattle,Washington,47.6211,-122.3244,Boeing737,100.0,100.0,Non-Fatal
20080709X00994,OPS08IA008,7/6/08,,,0,0,0,285,285,New York,New York,40.6943,-73.9249,Boeing737,100.0,100.0,Non-Fatal
20080808X01189,CHI08IA182,7/7/08,2.0,Turbo Fan,0,0,0,51,51,St. Louis,Missouri,38.6359,-90.2451,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20080813X01238,DCA08WA080,7/14/08,,,0,1,0,46,47,Port Harcourt,Nigeria,38.627003,-90.199404,Boeing737,123.40425531914892,104.25531914893618,Non-Fatal
20080729X01123,DEN08IA123,7/24/08,2.0,Turbo Fan,0,0,0,99,99,Denver,Colorado,39.762,-104.8758,Airbus319,100.0,100.0,Non-Fatal
20080805X01157,DCA08RA084,7/25/08,,,0,0,0,365,365,Manila,Philippines,35.8847,-90.1652,Boeing747,100.0,100.0,Non-Fatal
20081003X16340,ENG08IA038,8/6/08,2.0,Turbo Fan,0,0,0,170,170,Las Vegas,Nevada,36.2333,-115.2654,Boeing757,100.0,100.0,Non-Fatal
20080822X01296,SEA08LA182,8/16/08,2.0,Turbo Fan,0,0,0,311,311,San Francisco,California,37.7558,-122.4449,Boeing777,100.0,100.0,Non-Fatal
20080825X01307,DCA08RA090,8/20/08,,,154,0,18,0,172,Madrid,Spain,41.8757,-3.70379,Boeing82,2269.767441860465,379.06976744186045,Fatal-154
20081003X16307,DCA08WA092,8/24/08,,,65,25,0,0,90,Bishkek,Kyrgyzstan,42.874621,74.569762,Boeing737,2138.888888888889,372.22222222222223,Fatal-65
20080829X01354,OPS08IA014,8/28/08,,,0,0,0,159,159,Atlantic Ocean,,-14.599413,-28.673146,Boeing744,100.0,100.0,Non-Fatal
20080920X01508,DCA08RA097,9/14/08,,,88,0,0,0,88,Perm,Russia,58.009168,56.226967,Boeing737,2500.0,400.0,Fatal-88
20080922X01509,OPS08IA015,9/19/08,2.0,,0,0,0,63,63,Allentown,Pennsylvania,40.5961,-75.4756,Bombardier-CL600,100.0,100.0,Non-Fatal
20081003X42132,MIA08WA200,9/22/08,,,0,63,3,0,66,Quito,Ecuador,-0.180653,-78.467838,Fokker-F28-4000,1159.0909090909092,295.45454545454544,Non-Fatal
20081007X03940,CHI08IA292,9/22/08,2.0,Turbo Fan,0,0,0,192,192,Chicago,Illinois,41.8375,-87.6866,Boeing757,100.0,100.0,Non-Fatal
20081219X65313,ENG08IA042,10/1/08,2.0,Turbo Fan,0,0,0,133,133,Chicago,Illinois,41.8375,-87.6866,Boeing737,100.0,100.0,Non-Fatal
20081020X72910,DCA09WA003,10/2/08,4.0,,0,13,1,151,165,Bangkok,Thailand,58.009168,56.226967,Boeing747,187.87878787878788,116.36363636363636,Non-Fatal
20081031X50731,DCA09WA005,10/7/08,2.0,,0,0,22,293,315,Learmonth Aerodome,Australia,-22.239906,114.09411,Airbus330,113.96825396825396,106.98412698412699,Non-Fatal
20081105X55127,DCA09WA008,10/16/08,2.0,,0,0,0,55,55,Maiquetia,Venezuela,10.597139,-66.97821,Boeing737,100.0,100.0,Non-Fatal
20100304X92243,ENG08WA050,10/18/08,2.0,,0,0,0,189,189,Belgrade,Serbia,44.812545,20.46123,Boeing737,100.0,100.0,Non-Fatal
20081027X75039,DCA09FA004,10/20/08,2.0,Turbo Fan,0,0,0,162,162,Phoenix,Arizona,33.5722,-112.0892,Airbus320,100.0,100.0,Non-Fatal
20081110X15316,WPR09IA033,11/7/08,2.0,Turbo Fan,0,0,0,51,51,Salt Lake City,Utah,40.7776,-111.9311,Boeing737,100.0,100.0,Non-Fatal
20081201X44308,DCA09IA014,11/26/08,2.0,Turbo Fan,0,0,0,263,263,Bozeman,Montana,45.6833,-111.0558,Boeing777,100.0,100.0,Non-Fatal
20081216X41655,CEN09LA093,12/3/08,2.0,Turbo Fan,0,0,0,57,57,Madison,Wisconsin,43.0822,-89.393,McdonnellDouglas:DC-9,100.0,100.0,Non-Fatal
20081215X14936,DCA09IA018,12/11/08,2.0,Turbo Jet,0,0,0,153,153,Greer,South Carolina,34.933,-82.2313,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20081223X70710,ANC09IA015,12/20/08,2.0,Turbo Fan,0,88,0,0,88,Sitka,Alaska,57.2401,-135.3152,Boeing737,1200.0,300.0,Non-Fatal
20081221X14648,DCA09MA021,12/21/08,2.0,,0,41,6,68,115,Denver,Colorado,39.762,-104.8758,Boeing737,502.60869565217394,176.52173913043478,Non-Fatal
20081224X25658,WPR09IA065,12/24/08,2.0,Turbo Jet,0,0,0,141,141,Seattle,Washington,47.6211,-122.3244,Boeing737,100.0,100.0,Non-Fatal
20081229X80551,DCA09FA022,12/26/08,2.0,Turbo Fan,0,0,0,129,129,Los Angeles Intl Airport,California,33.94379,-118.409104,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20081229X40417,CEN09LA106,12/27/08,2.0,Turbo Fan,0,0,1,76,77,Kansas City,Missouri,39.1238,-94.5541,Embraer-ERJ170,102.5974025974026,101.29870129870129,Non-Fatal
20081228X25156,WPR09FA068,12/28/08,2.0,Turbo Fan,0,0,0,352,352,Seattle,Washington,47.6211,-122.3244,Boeing757,100.0,100.0,Non-Fatal
20090114X61852,DCA09FA025,12/31/08,2.0,Turbo Fan,0,0,0,53,53,New York,New York,40.6943,-73.9249,Embraer-EMB145,100.0,100.0,Non-Fatal
20090105X01036,ENG09IA002,1/2/09,2.0,Turbo Fan,0,0,0,257,257,Atlanta,Georgia,33.7628,-84.422,Boeing777,100.0,100.0,Non-Fatal
20090113X70049,ENG09RA003,1/6/09,,,0,0,0,332,332,Ho Chi Minh City,Vietnam,10.823099,106.629664,Boeing777,100.0,100.0,Non-Fatal
20090115X73226,DCA09MA026,1/15/09,2.0,Turbo Fan,0,0,5,150,155,Weehawken,New Jersey,40.766371,-74.025371,Airbus320,106.4516129032258,103.2258064516129,Non-Fatal
20090213X13613,DCA09MA027,2/13/09,2.0,Turbo Prop,49,0,0,0,49,Clarence Center,New York,43.0085,-78.6309,Bombardier-DHC8-402,2500.0,400.0,Fatal-49
20090220X30535,DCA09WA029,2/20/09,,,0,34,4,384,422,Tokyo,Japan,35.676423,139.650027,Boeing747,190.521327014218,117.06161137440758,Non-Fatal
20090306X81752,DCA09WA035,2/23/09,2.0,,0,0,0,162,162,Batam,Indonesia,1.130078,104.052921,McdonnellDouglas:MD-90,100.0,100.0,Non-Fatal
20090225X82204,DCA09RA030,2/25/09,2.0,,9,53,27,45,134,Amsterdam,Netherlands,52.367573,4.904139,Boeing737,736.5671641791045,219.40298507462686,Fatal-9
20090306X84920,DCA09WA036,2/27/09,2.0,,0,0,0,131,131,,United States,37.09024,-95.712891,Boeing737,100.0,100.0,Non-Fatal
20090305X25029,DCA09WA034,3/4/09,2.0,,0,0,2,275,277,Niigata,Japan,37.517839,138.926979,Boeing777,101.44404332129965,100.72202166064983,Non-Fatal
20090414X52749,DCA09WA044,3/25/09,,,0,0,0,71,71,Trelew,Argentina,-43.249302,-65.307635,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20090401X82602,ERA09LA224,3/28/09,2.0,Turbo Jet,0,0,1,136,137,Atlanta,Georgia,33.7628,-84.422,McdonnellDouglas:MD-80,101.45985401459852,100.72992700729928,Non-Fatal
20090421X81417,CEN09LA256,4/18/09,2.0,Turbo Jet,0,3,1,105,109,Mcallen,Texas,26.2252,-98.2467,Boeing737,132.11009174311928,106.42201834862387,Non-Fatal
20090424X50554,DCA09FA045,4/20/09,2.0,Turbo Fan,0,0,0,220,220,New York,New York,40.6943,-73.9249,Boeing767,100.0,100.0,Non-Fatal
20090505X04553,DCA09FA047,5/4/09,2.0,Turbo Fan,0,4,0,150,154,Denver,Colorado,39.762,-104.8758,Airbus320,128.57142857142858,105.1948051948052,Non-Fatal
20090507X00926,DCA09FA048,5/6/09,3.0,Turbo Fan,0,11,1,168,180,Baltimore,Maryland,39.3051,-76.6144,Boeing10,168.33333333333334,112.77777777777777,Non-Fatal
20090513X31333,CEN09IA294,5/13/09,2.0,Turbo Fan,0,2,0,51,53,Houston,Texas,29.786,-95.3885,Boeing737,141.50943396226415,107.54716981132076,Non-Fatal
20090724X12005,ERA09LA418,5/16/09,2.0,Turbo Fan,0,4,1,184,189,Cuba,Cuba,38.0671,-91.4057,Boeing757,124.33862433862434,104.76190476190477,Non-Fatal
20090527X25328,DCA09CA051,5/20/09,2.0,Turbo Fan,0,4,1,263,268,San Juan,Puerto Rico,18.3985,-66.061,Boeing767,117.1641791044776,103.35820895522387,Non-Fatal
20090522X80352,WPR09LA255,5/21/09,2.0,,0,0,0,47,47,Los Angeles,California,34.1141,-118.4068,Embraer-EMB135KL,100.0,100.0,Non-Fatal
20090624X02042,DCA09IA055,5/22/09,2.0,Turbo Fan,0,0,0,176,176,Los Cayes,Haiti,18.204285,-73.753669,Airbus330,100.0,100.0,Non-Fatal
20090601X72555,DCA09RA052,6/1/09,2.0,,228,0,0,0,228,Atlantic,France,41.3958,-95.0136,Airbus330,2500.0,400.0,Fatal-228
20090604X25647,OPS09IA006,6/1/09,2.0,,0,0,0,324,324,Chicago,Illinois,41.8375,-87.6866,McdonnellDouglas:MD-80,100.0,100.0,Non-Fatal
20090612X13814,OPS09IA007,6/3/09,2.0,Turbo Fan,0,0,0,163,163,Cleveland,Ohio,41.4764,-81.6805,Embraer-EMB145,100.0,100.0,Non-Fatal
20090626X74656,DCA09WA058,6/5/09,2.0,,0,0,0,210,210,Taipei,Taiwan,25.032964,121.565427,Boeing767,100.0,100.0,Non-Fatal
20090610X65600,ENG09IA007,6/10/09,2.0,Turbo Jet,0,0,0,192,192,Denver,Colorado,39.762,-104.8758,Boeing757,100.0,100.0,Non-Fatal
20090629X84637,DCA09WA062,6/19/09,2.0,,0,0,0,216,216,North Bay,Canada,42.7644,-87.7812,Boeing767,100.0,100.0,Non-Fatal
20090706X72654,DCA09IA064,6/23/09,2.0,Turbo Fan,0,0,0,217,217,Kagoshima,Japan,31.596854,130.557139,Airbus330,100.0,100.0,Non-Fatal
20090806X31035,OPS09IA009,6/26/09,2.0,Turbo Prop,0,0,0,66,66,Cleveland,Ohio,41.4764,-81.6805,Bombardier-DHC8-202,100.0,100.0,Non-Fatal
20090628X32005,DCA09WA063,6/29/09,2.0,,152,0,1,0,153,Moroni,China,39.527,-111.583,Airbus310,2485.62091503268,398.6928104575163,Fatal-152
20090712X94532,ERA09LA396,7/10/09,2.0,Turbo Fan,0,2,2,149,153,Fort Myers,Florida,26.6194,-81.8302,Airbus320,116.9934640522876,103.921568627451,Non-Fatal
20090724X34459,CEN09LA461,7/11/09,2.0,Turbo Fan,0,0,1,83,84,Indianapolis,Indiana,39.7771,-86.1458,Embraer-ERJ170,102.38095238095238,101.19047619047619,Non-Fatal
20090714X83900,DCA09FA065,7/13/09,2.0,,0,0,0,131,131,Charleston,West Virginia,32.8168,-79.9687,Boeing737,100.0,100.0,Non-Fatal
20090728X71721,DCA09FA068,7/27/09,2.0,Turbo Fan,0,1,1,85,87,Norfolk,Virginia,36.8945,-76.259,Embraer-EMB170,114.94252873563218,103.44827586206897,Non-Fatal
20090810X21314,DCA09IA071,8/3/09,2.0,Turbo Jet,0,33,0,146,179,Bavaro,Dominican Republic,18.685339,-68.450145,Boeing767,302.7932960893855,136.87150837988827,Non-Fatal
20090811X50316,DCA09WA072,8/10/09,2.0,Turbo Fan,0,0,0,153,153,Tokyo,Japan,35.676423,139.650027,Boeing737,100.0,100.0,Non-Fatal
20090828X61756,ERA09LA488,8/27/09,2.0,Turbo Jet,0,0,1,85,86,Inverness,Florida,42.1153,-88.1019,Boeing717,102.32558139534883,101.16279069767442,Non-Fatal
20090909X82446,ENG09IA014,9/8/09,2.0,Turbo Fan,0,0,0,142,142,Los Angeles,California,34.1141,-118.4068,Boeing737,100.0,100.0,Non-Fatal
20090921X73211,ENG09IA018,9/18/09,2.0,,0,0,0,235,235,Newark,New Jersey,40.7245,-74.1725,Boeing767,100.0,100.0,Non-Fatal
20091028X00540,ENG10WA002,9/29/09,2.0,,0,0,0,171,171,Trapani,Italy,37.889122,12.473165,Boeing737,100.0,100.0,Non-Fatal
20091020X14635,ERA10CA022,10/5/09,2.0,Turbo Fan,0,0,1,231,232,Unknown,Argentina,-38.416097,-63.616672,Boeing767,100.86206896551724,100.43103448275863,Non-Fatal
20091020X05636,OPS10IA001,10/19/09,2.0,Turbo Fan,0,0,0,194,194,Atlanta,Georgia,33.63615,-84.429376,Boeing767,100.0,100.0,Non-Fatal
20091028X64340,DCA10WA003,10/19/09,,,0,0,0,102,102,Manchester,United Kingdom,53.480759,-2.24263,Boeing737,100.0,100.0,Non-Fatal
20091022X00120,DCA10IA001,10/21/09,2.0,Turbo Fan,0,0,0,152,152,Minneapolis,Minnesota,44.9635,-93.2678,Airbus320,100.0,100.0,Non-Fatal
20091030X64143,ERA10LA041,10/26/09,2.0,Turbo Fan,0,1,1,120,122,Pleasant Grove,North Carolina,40.3716,-111.7412,Boeing717,110.65573770491804,102.45901639344261,Non-Fatal
20091102X82140,WPR10LA044,11/2/09,2.0,Turbo Jet,0,0,0,70,70,Phoenix,Arizona,33.5722,-112.0892,McdonnellDouglas:MD-90,100.0,100.0,Non-Fatal
20091117X55556,CEN10IA053,11/15/09,2.0,Turbo Fan,0,0,0,130,130,Kansas City,Missouri,39.1238,-94.5541,Airbus319,100.0,100.0,Non-Fatal
20091124X94107,DCA10FA012,11/19/09,2.0,Turbo Fan,0,1,1,198,200,New Market,West Virginia,38.6459,-78.6709,Boeing777,106.5,101.49999999999999,Non-Fatal
20091214X41802,DCA10IA015,12/14/09,2.0,,0,0,0,115,115,Charlotte,North Carolina,35.2083,-80.8303,,100.0,100.0,Non-Fatal
20091228X15816,CEN10IA084,12/26/09,2.0,Turbo Prop,0,0,0,45,45,Dallas,Texas,32.7935,-96.7667,Atr: ATR72,100.0,100.0,Non-Fatal
20100107X40353,DCA10WA019,1/4/10,2.0,,0,5,0,148,153,Hahn,Germany,49.942903,7.262953,Boeing737,135.94771241830065,106.5359477124183,Non-Fatal
20100112X10853,DCA10IA021,1/10/10,2.0,Turbo Jet,0,3,0,50,53,Newark,New Jersey,40.7245,-74.1725,Airbus319,162.26415094339623,111.32075471698113,Non-Fatal
20100114X11754,ENG10IA010,1/12/10,2.0,Turbo Prop,0,0,0,48,48,St. Croix,US Virgin Islands,17.724597,-64.834799,Atr: ATR72,100.0,100.0,Non-Fatal
20100129X00036,DCA10WA026,1/19/10,2.0,,0,0,0,209,209,Padang,Indonesia,-0.947083,100.417181,Boeing737,100.0,100.0,Non-Fatal
20100126X35439,DCA10RA023,1/25/10,2.0,,90,0,0,0,90,Beirut,Lebanon,33.893791,35.501777,Boeing737,2500.0,400.0,Fatal-90
20100216X20235,WPR10LA134,2/13/10,2.0,Turbo Fan,0,1,1,83,85,Santa Clarita,California,34.4175,-118.4964,Boeing737,115.2941176470588,103.5294117647059,Non-Fatal
20100305X52436,DCA10WA035,2/13/10,2.0,,0,0,0,125,125,Surabaya,Indonesia,-7.257472,112.752088,Boeing737,100.0,100.0,Non-Fatal
20100222X84927,DCA10CA032,2/19/10,4.0,Turbo Fan,0,25,1,236,262,Anchorage,Alaska,61.1508,-149.1091,Boeing747,205.72519083969465,119.46564885496183,Non-Fatal
20111122X95137,DCA12WA015,3/1/10,,,0,0,0,146,146,Brussels,Belgium,38.9483,-90.5887,Boeing737,100.0,100.0,Non-Fatal
20100312X84023,ERA10CA174,3/11/10,2.0,Turbo Fan,0,2,1,114,117,Titusville,Florida,28.5727,-80.8193,Airbus319,120.51282051282053,104.27350427350429,Non-Fatal
20100315X12046,CEN10IA157,3/13/10,2.0,Turbo Fan,0,0,0,45,45,Chicago,Illinois,41.8375,-87.6866,Embraer-EMB145,100.0,100.0,Non-Fatal
20100330X00627,OPS10IA020,3/27/10,2.0,Turbo Fan,0,0,0,268,268,San Francisco,California,37.7558,-122.4449,Boeing777,100.0,100.0,Non-Fatal
20100503X82523,ENG10IA026,4/5/10,2.0,Turbo Fan,0,0,0,140,140,Newark,New Jersey,40.7245,-74.1725,Airbus320,100.0,100.0,Non-Fatal
20100412X21857,DCA10WA049,4/8/10,4.0,,0,0,0,326,326,Paris,France,33.6688,-95.546,Boeing747,100.0,100.0,Non-Fatal
20100410X34740,WPR10FA199,4/10/10,2.0,Turbo Fan,0,0,0,109,109,Los Angeles,California,34.1141,-118.4068,Boeing737,100.0,100.0,Non-Fatal
20100414X04022,DCA10WA052,4/13/10,2.0,Turbo Fan,0,5,0,140,145,Keflavik,Iceland,63.999755,-22.558272,Boeing767,137.93103448275863,106.89655172413792,Non-Fatal
20100423X02633,CEN10LA220,4/17/10,2.0,Turbo Fan,0,0,1,83,84,Chicago,Illinois,41.8375,-87.6866,McdonnellDouglas:MD-80,102.38095238095238,101.19047619047619,Non-Fatal
20100423X01836,CEN10IA219,4/18/10,2.0,Turbo Fan,0,0,0,70,70,Kansas City,Missouri,39.1238,-94.5541,Bombardier-CL600,100.0,100.0,Non-Fatal
20100503X92217,OPS10IA132,4/28/10,2.0,Turbo Fan,0,0,0,140,140,Houston,Texas,29.786,-95.3885,Boeing737,100.0,100.0,Non-Fatal
20100507X94749,CEN10LA240,4/30/10,2.0,Turbo Fan,0,5,1,172,178,Fort Dodge,Iowa,42.5098,-94.1751,Boeing767,132.02247191011236,106.17977528089888,Non-Fatal
20100511X03836,DCA10WA057,5/5/10,2.0,,0,0,0,41,41,Mitu,Colombia,1.252174,-70.233618,Embraer-EMB145,100.0,100.0,Non-Fatal
20100507X70356,DCA10WA056,5/7/10,4.0,Turbo Fan,0,0,0,246,246,Sydney,Australia,-33.86882,151.209296,Boeing747,100.0,100.0,Non-Fatal
20100512X53621,DCA10RA059,5/12/10,,Turbo Fan,103,0,1,0,104,Tripoli,Libya,42.8083,-92.2578,Airbus330,2478.846153846154,398.0769230769231,Fatal-103
20100517X92932,ENG10IA029,5/17/10,2.0,Turbo Fan,0,0,0,112,112,Chantilly,Virginia,38.8868,-77.4453,Boeing757,100.0,100.0,Non-Fatal
20100525X02508,OPS10IA196,5/21/10,2.0,Turbo Jet,0,0,0,140,140,Anchorage,Alaska,61.1508,-149.1091,Airbus319,100.0,100.0,Non-Fatal
20100522X50538,DCA10RA063,5/22/10,2.0,,158,0,7,1,166,Manglaore,India,12.914142,74.855957,Boeing737,2392.7710843373493,389.7590361445783,Fatal-158
20100525X31845,DCA10FA064,5/25/10,2.0,,0,0,2,209,211,Kujalleq,Greenland,61.385067,-44.431903,Boeing777,101.8957345971564,100.9478672985782,Non-Fatal
20100606X02721,ERA10LA299,6/5/10,2.0,Turbo Fan,0,0,0,454,454,Charlotte,North Carolina,35.2083,-80.8303,Airbus330,100.0,100.0,Non-Fatal
20100628X25535,DCA10WA071,6/6/10,2.0,,0,0,0,162,162,Amsterdam,Netherlands,52.313025,4.772478,Boeing737,100.0,100.0,Non-Fatal
20100714X03542,DCA10WA074,6/7/10,,,0,0,1,167,168,Girona,Spain,41.979401,2.821426,Boeing737,101.1904761904762,100.59523809523809,Non-Fatal
20100617X93422,ENG10WA035,6/15/10,,,0,0,0,214,214,Amsterdam,Netherlands,42.942,-74.1906,Boeing777,100.0,100.0,Non-Fatal
20100701X93344,CEN10LA363,6/28/10,2.0,Turbo Fan,0,3,2,40,45,Pioneer,Louisiana,38.4337,-120.586,Embraer-EMB145,182.22222222222223,117.77777777777779,Non-Fatal
20100719X80209,DCA10FA076,7/15/10,2.0,,0,0,1,201,202,Pacific Ocean,,-8.783195,-124.508523,Boeing767,100.990099009901,100.4950495049505,Non-Fatal
