Event.Id,Accident.Number,Event.Date,Location,Injury.Severity,Registration.Number,Number.of.Engines,Engine.Type,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,People.Count,Make:Model,City,Region,Severity_Score,extracted_value
20081124X34243,DCA08CA041,2008-02-17,"Washington, DC",Non-Fatal,N828MD,2.0,Turbo Fan,0.0,0.0,0.0,132.0,132.0,Embraer-ERJ170,Washington,District of Columbia,100.0,Embraer
20081003X17330,DFW08CA215,2008-08-14,"St. Louis, MO",Non-Fatal,N814HK,2.0,Turbo Fan,0.0,0.0,0.0,36.0,36.0,Embraer-EMB145,St. Louis,Missouri,100.0,Embraer
20081229X40417,CEN09LA106,2008-12-27,"Kansas City, MO",Non-Fatal,N871RW,2.0,Turbo Fan,0.0,0.0,1.0,76.0,77.0,Embraer-ERJ170,Kansas City,Missouri,102.59740259740259,Embraer
20090114X61852,DCA09FA025,2008-12-31,"New York, NY",Non-Fatal,N844MJ,2.0,Turbo Fan,0.0,0.0,0.0,53.0,53.0,Embraer-EMB145,New York,New York,100.0,Embraer
20090522X80352,WPR09LA255,2009-05-21,"Los Angeles, CA",Non-Fatal,N843AE,2.0,,0.0,0.0,0.0,47.0,47.0,Embraer-EMB135KL,Los Angeles,California,100.0,Embraer
20090612X13814,OPS09IA007,2009-06-03,"Cleveland, OH",Non-Fatal,N16963,2.0,Turbo Fan,0.0,0.0,0.0,163.0,163.0,Embraer-EMB145,Cleveland,Ohio,100.0,Embraer
20090724X34459,CEN09LA461,2009-07-11,"Indianapolis, IN",Non-Fatal,N120HQ,2.0,Turbo Fan,0.0,0.0,1.0,83.0,84.0,Embraer-ERJ170,Indianapolis,Indiana,102.38095238095238,Embraer
20090728X71721,DCA09FA068,2009-07-27,"Norfolk, VA",Non-Fatal,N135HQ,2.0,Turbo Fan,0.0,1.0,1.0,85.0,87.0,Embraer-EMB170,Norfolk,Virginia,114.94252873563218,Embraer
20100608X41922,DCA10WA067,2009-12-07,"George, South Africa",Non-Fatal,ZS-SJW,2.0,,0.0,10.0,0.0,25.0,35.0,Embraer: EMB135,George,South Africa,414.28571428571433,Embraer
20100216X34257,WPR10IA135,2010-02-16,"Los Angeles, CA",Non-Fatal,N226SW,2.0,Turbo Prop,0.0,0.0,0.0,31.0,31.0,Embraer: EMB-120ER,Los Angeles,California,100.0,Embraer
20100315X12046,CEN10IA157,2010-03-13,"Chicago, IL",Non-Fatal,N16561,2.0,Turbo Fan,0.0,0.0,0.0,45.0,45.0,Embraer-EMB145,Chicago,Illinois,100.0,Embraer
20100405X40816,CEN10LA189,2010-04-03,"Runnells, IA",Non-Fatal,N869RW,2.0,Turbo Fan,0.0,0.0,1.0,29.0,30.0,Embraer-ERJ170,Runnells,Iowa,106.66666666666667,Embraer
20100511X03836,DCA10WA057,2010-05-05,"Mitu, Colombia",Non-Fatal,HK4536,2.0,,0.0,0.0,0.0,41.0,41.0,Embraer-EMB145,Mitu,Colombia,100.0,Embraer
20100616X60229,DCA10RA069,2010-06-16,"Ottawa, Canada",Non-Fatal,N847HK,2.0,Turbo Fan,0.0,3.0,0.0,33.0,36.0,Embraer-EMB145,Ottawa,Canada,191.66666666666669,Embraer
20100701X93344,CEN10LA363,2010-06-28,"Pioneer, LA",Non-Fatal,N601DW,2.0,Turbo Fan,0.0,3.0,2.0,40.0,45.0,Embraer-EMB145,Pioneer,Louisiana,182.22222222222223,Embraer
20100809X75512,DCA10LA083,2010-08-09,"Summit, MS",Non-Fatal,N856RW,,Turbo Jet,0.0,0.0,1.0,73.0,74.0,Embraer-ERJ170,Summit,Mississippi,102.7027027027027,Embraer
20100811X20501,WPR10LA395,2010-08-10,"Salt Lake City, UT",Non-Fatal,N14105,2.0,Turbo Fan,0.0,0.0,0.0,50.0,50.0,Embraer-EMB145,Salt Lake City,Utah,100.0,Embraer
20100825X10814,DCA10WA087,2010-08-24,"Yichun, China",Fatal,B-3130,,Turbo Fan,42.0,47.0,7.0,0.0,96.0,Embraer-ERJ190,Yichun,China,1703.125,Embraer
20101116X51712,CEN11LA072,2010-11-15,"Minneapolis, MN",Non-Fatal,N604CZ,2.0,Turbo Fan,0.0,0.0,0.0,80.0,80.0,Embraer-ERJ170,Minneapolis,Minnesota,100.0,Embraer
20101203X60119,CEN11LA092,2010-11-23,"Madison, WI",Non-Fatal,N678AE,2.0,Turbo Fan,0.0,0.0,1.0,48.0,49.0,Embraer-EMB145,Madison,Wisconsin,104.08163265306123,Embraer
20110207X84026,OPS11IA271,2011-02-01,"Dayton, OH",Non-Fatal,N13964,2.0,Turbo Fan,0.0,0.0,0.0,32.0,32.0,Embraer-EMB145,Dayton,Ohio,100.0,Embraer
20110329X33129,DCA11CA036,2011-02-25,"New York, NY",Non-Fatal,N957UW,2.0,Turbo Fan,0.0,0.0,1.0,92.0,93.0,Embraer-ERJ190,New York,New York,102.15053763440861,Embraer
20110318X05118,CEN11IA234,2011-03-18,"Akron, OH",Non-Fatal,N11187,2.0,Turbo Fan,0.0,0.0,0.0,46.0,46.0,Embraer-EMB145,Akron,Ohio,100.0,Embraer
20110328X80923,CEN11LA250,2011-03-26,"Kansas City, MO",Non-Fatal,N931AE,2.0,Turbo Fan,0.0,0.0,1.0,51.0,52.0,Embraer-EMB145,Kansas City,Missouri,103.84615384615385,Embraer
20110406X54825,CEN11IA270,2011-04-03,"Dubuque, IA",Non-Fatal,N377SK,2.0,Turbo Jet,0.0,0.0,0.0,47.0,47.0,Embraer-EMB135KL,Dubuque,Iowa,100.0,Embraer
20110603X52158,CEN11IA369,2011-06-03,"Chicago, IL",Non-Fatal,N607AE,2.0,Turbo Jet,0.0,0.0,0.0,52.0,52.0,Embraer-EMB145,Chicago,Illinois,100.0,Embraer
20110809X50704,OPS11IA819,2011-08-08,"Chicago, IL",Non-Fatal,N377SK,2.0,Turbo Jet,0.0,0.0,0.0,84.0,84.0,Embraer-EMB135KL,Chicago,Illinois,100.0,Embraer
20110830X63935,ENG11IA047,2011-08-29,"Moline, IL",Non-Fatal,N27152,2.0,Turbo Fan,0.0,0.0,0.0,53.0,53.0,Embraer-EMB145,Moline,Illinois,100.0,Embraer
20110907X15938,CEN11WA628,2011-09-04,"Ottawa, Canada",Non-Fatal,N840HK,2.0,Turbo Fan,0.0,0.0,0.0,47.0,47.0,Embraer-EMB145,Ottawa,Canada,100.0,Embraer
20110919X65108,DCA11RA100,2011-09-17,"Quito, Spain",Non-Fatal,HC-CEZ,2.0,Turbo Fan,0.0,0.0,5.0,97.0,102.0,Embraer-ERJ190,Quito,Spain,109.80392156862746,Embraer
20111201X31832,OPS12WA150,2011-11-18,"Toronto, Canada",Non-Fatal,N620AE,2.0,Turbo Fan,0.0,0.0,0.0,48.0,48.0,Embraer-EMB145,Toronto,Canada,100.0,Embraer
20120207X14951,OPS12IA303,2012-01-25,"Farmersville, TX",Non-Fatal,N639AE,2.0,Turbo Fan,0.0,0.0,0.0,53.0,53.0,Embraer-EMB145,Farmersville,Texas,100.0,Embraer
20120807X32623,ERA12LA498,2012-08-05,"Hilton Head, SC",Non-Fatal,N134HQ,2.0,Turbo Fan,0.0,0.0,1.0,75.0,76.0,Embraer-ERJ170,Hilton Head,South Carolina,102.63157894736842,Embraer
20121231X42414,CEN13CA117,2012-12-29,"CHICAGO, IL",Non-Fatal,N619AE,2.0,Turbo Fan,0.0,0.0,1.0,49.0,50.0,Embraer-EMB145,Chicago,Illinois,104.0,Embraer
20130220X85257,DCA13CA056,2013-02-19,"Cincinnati, OH",Non-Fatal,N283SK,2.0,Turbo Fan,0.0,0.0,1.0,53.0,54.0,Embraer-EMB145,Cincinnati,Ohio,103.7037037037037,Embraer
20130708X40148,DCA13WA123,2013-06-07,"Shanghai, China",Non-Fatal,B-3052,,,0.0,0.0,0.0,49.0,49.0,Embraer-EMB145,Shanghai,China,100.0,Embraer
20140211X00047,DCA14FA058,2014-02-05,"Memphis, TN",Non-Fatal,N802HK,2.0,Turbo Jet,0.0,0.0,0.0,44.0,44.0,Embraer-EMB145,Memphis,Tennessee,100.0,Embraer
20140529X04134,CEN14LA262,2014-05-28,"Traverse City, MI",Non-Fatal,N299SK,2.0,Turbo Jet,0.0,0.0,0.0,45.0,45.0,Embraer-EMB135KL,Traverse City,Michigan,100.0,Embraer
20140826X64917,CEN14CA455,2014-08-22,"Hemphill, TX",Non-Fatal,N421YX,2.0,Turbo Fan,0.0,1.0,1.0,52.0,54.0,Embraer-ERJ170,Hemphill,Texas,124.07407407407408,Embraer
20140828X43935,DCA14CA155,2014-08-27,"Columbus, OH",Non-Fatal,N204JQ,2.0,Turbo Fan,0.0,0.0,1.0,55.0,56.0,Embraer-ERJ170,Columbus,Ohio,103.57142857142858,Embraer
20141001X94301,DCA14CA170,2014-09-13,"Chicago, IL",Non-Fatal,N16147,2.0,Turbo Fan,0.0,0.0,0.0,37.0,37.0,Embraer: EMB 145XR,Chicago,Illinois,100.0,Embraer
20141006X73012,DCA15FA004,2014-10-05,"Jamaica, NY",Non-Fatal,N572RP,2.0,Turbo Fan,0.0,0.0,0.0,228.0,228.0,Embraer-EMB145,Jamaica,New York,100.0,Embraer
20141023X80357,DCA15CA012,2014-10-23,"Minneapolis, MN",Non-Fatal,N622CZ,,,0.0,0.0,0.0,272.0,272.0,Embraer-ERJ170,Minneapolis,Minnesota,100.0,Embraer
20150211X14605,CEN15LA140,2015-02-10,"Houston, TX",Non-Fatal,N953UW,2.0,Turbo Fan,0.0,1.0,0.0,55.0,56.0,Embraer-ERJ190,Houston,Texas,119.64285714285714,Embraer
20150219X82450,OPS15IA011,2015-02-18,"Chicago, IL",Non-Fatal,N698CB,2.0,Turbo Fan,0.0,0.0,0.0,113.0,113.0,Embraer-EMB145,Chicago,Illinois,100.0,Embraer
20150422X71127,DCA15CA108,2015-03-20,"Springfield, MO",Non-Fatal,N625AE,2.0,Turbo Prop,0.0,0.0,0.0,53.0,53.0,Embraer-EMB145,Springfield,Missouri,100.0,Embraer
20150812X63537,WPR15LA239,2015-08-07,"South Lake Tahoe, CA",Non-Fatal,N204NN,2.0,Turbo Fan,0.0,0.0,1.0,65.0,66.0,Embraer-E175,South Lake Tahoe,California,103.03030303030303,Embraer
20160106X80332,DCA16CA041,2016-01-03,"Raleigh, NC",Non-Fatal,N643RW,2.0,Turbo Fan,0.0,0.0,1.0,71.0,72.0,Embraer-ERJ170,Raleigh,North Carolina,102.77777777777777,Embraer
20160225X92701,DCA16LA100,2016-02-24,"St Louis, MO",Non-Fatal,N856HK,,,0.0,0.0,0.0,33.0,33.0,Embraer-EMB145,St Louis,Missouri,100.0,Embraer
20160531X90157,DCA16WA166,2016-05-25,"Boston, MA",Non-Fatal,C-FHOS,,,0.0,0.0,0.0,65.0,65.0,Embraer-ERJ190,Boston,Massachusetts,100.0,Embraer
20160805X50153,DCA16CA208,2016-07-26,"Cleveland, OH",Non-Fatal,N655RW,2.0,Turbo Fan,0.0,0.0,1.0,52.0,53.0,Embraer-ERJ170,Cleveland,Ohio,103.77358490566037,Embraer
20161205X55455,ENG17IA005,2016-12-04,"San Antonio, TX",Non-Fatal,N161SY,2.0,Turbo Fan,0.0,1.0,0.0,54.0,55.0,Embraer-ERJ170,San Antonio,Texas,120.0,Embraer
20170721X61556,DCA17CA155,2017-07-20,"Minneapolis, MN",Non-Fatal,N427YX,2.0,Turbo Fan,0.0,3.0,1.0,45.0,49.0,Embraer-ERJ170,Minneapolis,Minnesota,171.42857142857142,Embraer
20170906X30002,DCA17WA190,2017-08-31,"Medellin, Colombia",Non-Fatal,HK4535,,,0.0,0.0,0.0,51.0,51.0,Embraer-EMB145,Medellin,Colombia,100.0,Embraer
20171219X90251,DCA18CA049,2017-12-18,"Saint Louis, MO",Non-Fatal,N128SY,,Turbo Fan,0.0,0.0,1.0,56.0,57.0,Embraer-ERJ170,Saint Louis,Missouri,103.50877192982458,Embraer
20180207X92707,ENG18RA012,2018-01-29,"Mar Del Plata, Argentina",Non-Fatal,LV-CID,,,0.0,0.0,0.0,101.0,101.0,Embraer-ERJ190,Mar Del Plata,Argentina,100.0,Embraer
20180803X35058,DCA18CA255,2018-06-17,"Cut Bank, MT",Non-Fatal,N637CZ,2.0,Turbo Fan,0.0,0.0,1.0,72.0,73.0,Embraer-ERJ175,Cut Bank,Montana,102.73972602739727,Embraer
20180702X05713,OPS18IA014,2018-06-27,"Springfield, MO",Non-Fatal,,2.0,,0.0,0.0,0.0,53.0,53.0,Embraer-EMB145,Springfield,Missouri,100.0,Embraer
20180731X03141,DCA18RA253,2018-07-31,"Durango, Mexico",Non-Fatal,XA-GAL,,Turbo Fan,0.0,26.0,16.0,60.0,102.0,Embraer-ERJ190,Durango,Mexico,411.7647058823529,Embraer
20190214X42337,DCA19CA081,2019-02-13,"Reno, NV",Non-Fatal,N613CZ,,Turbo Fan,0.0,4.0,1.0,59.0,64.0,Embraer-ERJ170,Reno,Nevada,171.875,Embraer
20190304X65511,DCA19FA089,2019-03-04,"Presque Isle, ME",Non-Fatal,N14171,,,0.0,3.0,0.0,28.0,31.0,Embraer-EMB145,Presque Isle,Maine,206.4516129032258,Embraer
20191111X02542,DCA20LA013,2019-11-11,"Chicago, IL",Non-Fatal,N619AE,2.0,Turbo Fan,0.0,0.0,0.0,41.0,41.0,Embraer-EMB145,Chicago,Illinois,100.0,Embraer
20191218X82112,DCA20CA040,2019-12-15,"Philadelphia, PA",Non-Fatal,N648AE,2.0,,0.0,0.0,1.0,40.0,41.0,Embraer-EMB145,Philadelphia,Pennsylvania,104.8780487804878,Embraer
20191217X93140,DCA20CA038,2019-12-16,"Alexandria, LA",Non-Fatal,N805AE,2.0,,0.0,0.0,1.0,38.0,39.0,Embraer-EMB135KL,Alexandria,Louisiana,105.12820512820514,Embraer
20191220X85302,DCA20CA043,2019-12-18,"Disputanta, VA",Non-Fatal,N959UW,2.0,Turbo Fan,0.0,0.0,1.0,47.0,48.0,Embraer-ERJ190,Disputanta,Virginia,104.16666666666667,Embraer
20200519X44148,DCA20WA106,2020-02-17,"Rosario, Argentina",Non-Fatal,LV-CHQ,,,0.0,0.0,0.0,102.0,102.0,Embraer-ERJ190,Rosario,Argentina,100.0,Embraer
20200324X75727,DCA20WA096,2020-03-05,"Apodaca, Mexico",Non-Fatal,N250NN,,,0.0,0.0,0.0,52.0,52.0,Embraer-ERJ170,Apodaca,Mexico,100.0,Embraer
20211007104064,DCA22LA005,2021-10-02,"Chicago, IL",Non-Fatal,N142SY,2.0,,0.0,0.0,0.0,53.0,53.0,Embraer-ERJ170,Chicago,Illinois,100.0,Embraer
20211025104161,DCA22LA015,2021-10-23,"Miami, FL",Non-Fatal,N252NN,2.0,,0.0,0.0,1.0,62.0,63.0,Embraer-ERJ170,Miami,Florida,103.17460317460319,Embraer
